Time,CURRENT,mA
6636,CURRENT,548,0
6639,CURRENT,186,0
6641,CURRENT,214,0
6644,CURRENT,552,0
6647,CURRENT,186,0
6649,CURRENT,297,0
6652,CURRENT,374,0
6654,CURRENT,135,0
6658,CURRENT,205,0
6661,CURRENT,564,0
6663,CURRENT,324,0
6666,CURRENT,232,0
6669,CURRENT,256,0
6671,CURRENT,199,0
6674,CURRENT,182,0
6677,CURRENT,493,0
6679,CURRENT,229,0
6682,CURRENT,323,0
6685,CURRENT,547,0
6687,CURRENT,146,0
6690,CURRENT,266,0
6693,CURRENT,447,0
6695,CURRENT,147,0
6699,CURRENT,172,0
6702,CURRENT,466,0
6704,CURRENT,167,0
6707,CURRENT,222,0
6710,CURRENT,554,0
6712,CURRENT,189,0
6715,CURRENT,252,0
6718,CURRENT,360,0
6720,CURRENT,137,0
6723,CURRENT,181,0
6726,CURRENT,525,0
6728,CURRENT,169,0
6731,CURRENT,217,0
6734,CURRENT,317,0
6736,CURRENT,184,0
6739,CURRENT,282,0
6742,CURRENT,375,0
6745,CURRENT,250,0
6748,CURRENT,232,0
6750,CURRENT,461,0
6753,CURRENT,169,0
6756,CURRENT,111,0
6758,CURRENT,162,0
6761,CURRENT,226,0
6764,CURRENT,384,0
6766,CURRENT,136,0
6769,CURRENT,129,0
6772,CURRENT,445,0
6774,CURRENT,158,0
6777,CURRENT,493,0
6780,CURRENT,148,0
6782,CURRENT,200,0
6786,CURRENT,152,0
6789,CURRENT,161,0
6791,CURRENT,472,0
6794,CURRENT,110,0
6797,CURRENT,209,0
6799,CURRENT,263,0
6802,CURRENT,123,0
6805,CURRENT,478,0
6807,CURRENT,120,0
6810,CURRENT,330,0
6813,CURRENT,376,0
6815,CURRENT,161,0
6818,CURRENT,476,0
6821,CURRENT,146,0
6823,CURRENT,174,0
6827,CURRENT,94,0
6829,CURRENT,146,0
6832,CURRENT,432,0
6835,CURRENT,124,0
6837,CURRENT,484,0
6840,CURRENT,294,0
6843,CURRENT,190,0
6845,CURRENT,449,0
6848,CURRENT,89,0
6851,CURRENT,155,0
6853,CURRENT,412,0
6856,CURRENT,155,0
6859,CURRENT,469,0
6861,CURRENT,125,0
6864,CURRENT,210,0
6867,CURRENT,231,0
6870,CURRENT,105,0
6873,CURRENT,449,0
6875,CURRENT,133,0
6878,CURRENT,214,0
6881,CURRENT,403,0
6883,CURRENT,175,0
6886,CURRENT,535,0
6889,CURRENT,119,0
6891,CURRENT,169,0
6894,CURRENT,164,0
6897,CURRENT,147,0
6899,CURRENT,206,0
6902,CURRENT,103,0
6905,CURRENT,206,0
6907,CURRENT,381,0
6910,CURRENT,101,0
6914,CURRENT,488,0
6916,CURRENT,140,0
6919,CURRENT,192,0
6922,CURRENT,399,0
6924,CURRENT,126,0
6927,CURRENT,517,0
6930,CURRENT,143,0
6932,CURRENT,301,0
6935,CURRENT,98,0
6937,CURRENT,243,0
6940,CURRENT,176,0
6943,CURRENT,94,0
6945,CURRENT,469,0
6948,CURRENT,120,0
6951,CURRENT,132,0
,0
100714,CURRENT,4,0
100716,CURRENT,5,0
100719,CURRENT,4,0
100721,CURRENT,3,0
100724,CURRENT,4,0
100726,CURRENT,5,0
100729,CURRENT,4,0
100731,CURRENT,3,0
100734,CURRENT,4,0
100737,CURRENT,5,0
100740,CURRENT,4,0
100742,CURRENT,3,0
100745,CURRENT,4,0
100747,CURRENT,5,0
100750,CURRENT,4,0
100752,CURRENT,3,0
100755,CURRENT,4,0
100757,CURRENT,5,0
100760,CURRENT,5,0
100762,CURRENT,5,0
100765,CURRENT,4,0
100767,CURRENT,5,0
100770,CURRENT,5,0
100772,CURRENT,4,0
100775,CURRENT,4,0
100777,CURRENT,5,0
100781,CURRENT,5,0
100783,CURRENT,4,0
100786,CURRENT,4,0
100788,CURRENT,5,0
100791,CURRENT,5,0
100793,CURRENT,5,0
100796,CURRENT,4,0
100798,CURRENT,5,0
100801,CURRENT,6,0
100803,CURRENT,5,0
100805,CURRENT,4,0
100808,CURRENT,4,0
100810,CURRENT,10,0
100813,CURRENT,10,0
100816,CURRENT,9,0
100818,CURRENT,9,0
100822,CURRENT,9,0
100824,CURRENT,10,0
100827,CURRENT,9,0
100829,CURRENT,9,0
100832,CURRENT,10,0
100834,CURRENT,10,0
100837,CURRENT,9,0
100839,CURRENT,9,0
100842,CURRENT,10,0
100844,CURRENT,9,0
100847,CURRENT,9,0
100849,CURRENT,9,0
100852,CURRENT,9,0
100854,CURRENT,10,0
100857,CURRENT,9,0
100859,CURRENT,9,0
100862,CURRENT,9,0
100865,CURRENT,9,0
100868,CURRENT,9,0
100870,CURRENT,1014,0
100873,CURRENT,962,0
100876,CURRENT,886,0
100878,CURRENT,807,0
100881,CURRENT,844,0
100884,CURRENT,758,0
100886,CURRENT,800,0
100889,CURRENT,847,0
100892,CURRENT,733,0
100894,CURRENT,635,0
100897,CURRENT,771,0
100900,CURRENT,639,0
100902,CURRENT,717,0
100905,CURRENT,640,0
100909,CURRENT,578,0
100911,CURRENT,756,0
100914,CURRENT,639,0
100917,CURRENT,626,0
100919,CURRENT,624,0
100922,CURRENT,493,0
100925,CURRENT,570,0
100927,CURRENT,599,0
100930,CURRENT,728,0
100933,CURRENT,575,0
100935,CURRENT,624,0
100938,CURRENT,520,0
100940,CURRENT,695,0
100943,CURRENT,640,0
100946,CURRENT,623,0
100948,CURRENT,643,0
100952,CURRENT,571,0
100955,CURRENT,528,0
100957,CURRENT,654,0
100960,CURRENT,597,0
100963,CURRENT,548,0
100965,CURRENT,681,0
100968,CURRENT,567,0
100971,CURRENT,473,0
100973,CURRENT,724,0
100976,CURRENT,581,0
100979,CURRENT,546,0
100981,CURRENT,533,0
100984,CURRENT,556,0
100987,CURRENT,503,0
100989,CURRENT,634,0
100993,CURRENT,536,0
100996,CURRENT,610,0
100998,CURRENT,501,0
101001,CURRENT,602,0
101004,CURRENT,490,0
101006,CURRENT,468,0
101009,CURRENT,719,0
101012,CURRENT,565,0
101014,CURRENT,588,0
101017,CURRENT,566,0
101020,CURRENT,552,0
101022,CURRENT,533,0
101025,CURRENT,507,0
101027,CURRENT,439,0
101030,CURRENT,649,0
101033,CURRENT,743,0
101036,CURRENT,594,0
101039,CURRENT,609,0
101042,CURRENT,551,0
101044,CURRENT,594,0
101047,CURRENT,551,0
101050,CURRENT,562,0
101052,CURRENT,445,0
101055,CURRENT,670,0
101058,CURRENT,529,0
101060,CURRENT,499,0
101063,CURRENT,484,0
101066,CURRENT,561,0
101068,CURRENT,532,0
101071,CURRENT,523,0
101074,CURRENT,562,0
101076,CURRENT,597,0
101080,CURRENT,644,0
101083,CURRENT,666,0
101085,CURRENT,422,0
101088,CURRENT,523,0
101091,CURRENT,518,0
101093,CURRENT,586,0
101096,CURRENT,551,0
101099,CURRENT,571,0
101101,CURRENT,468,0
101104,CURRENT,390,0
101107,CURRENT,395,0
101109,CURRENT,431,0
101112,CURRENT,478,0
101114,CURRENT,419,0
101117,CURRENT,483,0
101121,CURRENT,490,0
101123,CURRENT,516,0
101126,CURRENT,600,0
101129,CURRENT,549,0
101131,CURRENT,484,0
101134,CURRENT,416,0
101137,CURRENT,476,0
101139,CURRENT,391,0
101142,CURRENT,419,0
101145,CURRENT,381,0
101147,CURRENT,458,0
101150,CURRENT,485,0
101153,CURRENT,390,0
101155,CURRENT,394,0
101158,CURRENT,368,0
101161,CURRENT,401,0
101164,CURRENT,459,0
101167,CURRENT,489,0
101170,CURRENT,390,0
101172,CURRENT,397,0
101175,CURRENT,406,0
101178,CURRENT,435,0
101180,CURRENT,541,0
101183,CURRENT,602,0
101186,CURRENT,538,0
101188,CURRENT,448,0
101191,CURRENT,407,0
101194,CURRENT,405,0
101196,CURRENT,338,0
101199,CURRENT,437,0
101201,CURRENT,434,0
101204,CURRENT,488,0
101208,CURRENT,487,0
101210,CURRENT,285,0
101213,CURRENT,359,0
101216,CURRENT,420,0
101218,CURRENT,429,0
101221,CURRENT,432,0
101224,CURRENT,506,0
101226,CURRENT,461,0
101229,CURRENT,486,0
101232,CURRENT,488,0
101234,CURRENT,450,0
101237,CURRENT,472,0
101240,CURRENT,442,0
101242,CURRENT,618,0
101245,CURRENT,445,0
101249,CURRENT,405,0
101251,CURRENT,459,0
101254,CURRENT,366,0
101257,CURRENT,438,0
101259,CURRENT,430,0
101262,CURRENT,467,0
101265,CURRENT,475,0
101267,CURRENT,602,0
101270,CURRENT,627,0
101273,CURRENT,600,0
101275,CURRENT,441,0
101278,CURRENT,468,0
101281,CURRENT,308,0
101283,CURRENT,408,0
101286,CURRENT,368,0
101288,CURRENT,427,0
101292,CURRENT,432,0
101295,CURRENT,357,0
101297,CURRENT,541,0
101300,CURRENT,388,0
101303,CURRENT,369,0
101305,CURRENT,437,0
101308,CURRENT,615,0
101311,CURRENT,385,0
101313,CURRENT,357,0
101316,CURRENT,429,0
101319,CURRENT,597,0
101321,CURRENT,522,0
101324,CURRENT,466,0
101327,CURRENT,385,0
101329,CURRENT,450,0
101332,CURRENT,638,0
101336,CURRENT,593,0
101338,CURRENT,324,0
101341,CURRENT,344,0
101344,CURRENT,448,0
101346,CURRENT,637,0
101349,CURRENT,312,0
101352,CURRENT,386,0
101354,CURRENT,278,0
101357,CURRENT,416,0
101360,CURRENT,365,0
101362,CURRENT,377,0
101365,CURRENT,361,0
101368,CURRENT,323,0
101370,CURRENT,477,0
101373,CURRENT,340,0
101376,CURRENT,306,0
101379,CURRENT,462,0
101382,CURRENT,343,0
101384,CURRENT,325,0
101387,CURRENT,368,0
101390,CURRENT,458,0
101392,CURRENT,375,0
101395,CURRENT,407,0
101398,CURRENT,378,0
101400,CURRENT,386,0
101403,CURRENT,354,0
101406,CURRENT,617,0
101408,CURRENT,555,0
101411,CURRENT,357,0
101414,CURRENT,398,0
101416,CURRENT,572,0
101420,CURRENT,649,0
101423,CURRENT,513,0
101425,CURRENT,375,0
101428,CURRENT,417,0
101431,CURRENT,568,0
101433,CURRENT,542,0
101436,CURRENT,415,0
101439,CURRENT,360,0
101441,CURRENT,279,0
101444,CURRENT,422,0
101447,CURRENT,406,0
101449,CURRENT,402,0
101452,CURRENT,387,0
101455,CURRENT,307,0
101457,CURRENT,311,0
101460,CURRENT,365,0
101463,CURRENT,449,0
101466,CURRENT,418,0
101469,CURRENT,594,0
101471,CURRENT,468,0
101474,CURRENT,358,0
101477,CURRENT,515,0
101479,CURRENT,447,0
101482,CURRENT,472,0
101485,CURRENT,426,0
101487,CURRENT,404,0
101490,CURRENT,361,0
101493,CURRENT,628,0
101495,CURRENT,614,0
101498,CURRENT,356,0
101501,CURRENT,357,0
101504,CURRENT,398,0
101507,CURRENT,555,0
101510,CURRENT,335,0
101512,CURRENT,385,0
101515,CURRENT,332,0
101518,CURRENT,486,0
101520,CURRENT,353,0
101523,CURRENT,399,0
101526,CURRENT,361,0
101528,CURRENT,370,0
101531,CURRENT,546,0
101534,CURRENT,354,0
101536,CURRENT,340,0
101539,CURRENT,332,0
101542,CURRENT,416,0
101544,CURRENT,335,0
101548,CURRENT,365,0
101550,CURRENT,500,0
101553,CURRENT,413,0
101556,CURRENT,452,0
101558,CURRENT,443,0
101561,CURRENT,429,0
101564,CURRENT,518,0
101566,CURRENT,643,0
101569,CURRENT,593,0
101572,CURRENT,449,0
101574,CURRENT,400,0
101577,CURRENT,467,0
101580,CURRENT,417,0
101582,CURRENT,343,0
101585,CURRENT,483,0
101588,CURRENT,466,0
101591,CURRENT,449,0
101594,CURRENT,380,0
101597,CURRENT,630,0
101599,CURRENT,667,0
101602,CURRENT,454,0
101605,CURRENT,459,0
101607,CURRENT,422,0
101610,CURRENT,407,0
101613,CURRENT,505,0
101615,CURRENT,428,0
101618,CURRENT,503,0
101621,CURRENT,545,0
101623,CURRENT,582,0
101626,CURRENT,520,0
101629,CURRENT,484,0
101632,CURRENT,412,0
101635,CURRENT,457,0
101637,CURRENT,304,0
101640,CURRENT,273,0
101643,CURRENT,433,0
101645,CURRENT,403,0
101648,CURRENT,454,0
101651,CURRENT,381,0
101653,CURRENT,629,0
101656,CURRENT,594,0
101659,CURRENT,455,0
101661,CURRENT,483,0
101664,CURRENT,311,0
101667,CURRENT,410,0
101669,CURRENT,411,0
101672,CURRENT,450,0
101676,CURRENT,470,0
101678,CURRENT,472,0
101681,CURRENT,459,0
101684,CURRENT,520,0
101686,CURRENT,500,0
101689,CURRENT,386,0
101692,CURRENT,473,0
101694,CURRENT,362,0
101697,CURRENT,321,0
101700,CURRENT,460,0
101702,CURRENT,440,0
101705,CURRENT,468,0
101708,CURRENT,385,0
101710,CURRENT,655,0
101713,CURRENT,654,0
101716,CURRENT,457,0
101719,CURRENT,458,0
101722,CURRENT,385,0
101724,CURRENT,386,0
101727,CURRENT,487,0
101730,CURRENT,432,0
101732,CURRENT,445,0
101735,CURRENT,490,0
101738,CURRENT,467,0
101740,CURRENT,528,0
101743,CURRENT,521,0
101746,CURRENT,381,0
101748,CURRENT,473,0
101751,CURRENT,380,0
101754,CURRENT,316,0
101756,CURRENT,478,0
101760,CURRENT,449,0
101763,CURRENT,450,0
101765,CURRENT,378,0
101768,CURRENT,671,0
101771,CURRENT,655,0
101773,CURRENT,451,0
101776,CURRENT,459,0
101779,CURRENT,412,0
101781,CURRENT,391,0
101784,CURRENT,369,0
101787,CURRENT,434,0
101789,CURRENT,456,0
101792,CURRENT,538,0
101795,CURRENT,494,0
101797,CURRENT,514,0
101800,CURRENT,482,0
101804,CURRENT,426,0
101806,CURRENT,461,0
101809,CURRENT,326,0
101811,CURRENT,322,0
101814,CURRENT,423,0
101817,CURRENT,407,0
101819,CURRENT,499,0
101822,CURRENT,412,0
101825,CURRENT,342,0
101827,CURRENT,438,0
101830,CURRENT,420,0
101833,CURRENT,433,0
101835,CURRENT,420,0
101838,CURRENT,486,0
101841,CURRENT,347,0
101843,CURRENT,472,0
101847,CURRENT,460,0
101850,CURRENT,449,0
101852,CURRENT,503,0
101855,CURRENT,392,0
101858,CURRENT,628,0
101860,CURRENT,384,0
101863,CURRENT,434,0
101866,CURRENT,468,0
101868,CURRENT,407,0
101871,CURRENT,366,0
101874,CURRENT,366,0
101876,CURRENT,483,0
101879,CURRENT,435,0
101882,CURRENT,434,0
101884,CURRENT,434,0
101888,CURRENT,460,0
101891,CURRENT,374,0
101893,CURRENT,374,0
101896,CURRENT,528,0
101898,CURRENT,469,0
101901,CURRENT,685,0
101904,CURRENT,611,0
101906,CURRENT,410,0
101909,CURRENT,420,0
101912,CURRENT,361,0
101914,CURRENT,329,0
101917,CURRENT,352,0
101920,CURRENT,402,0
101922,CURRENT,469,0
101925,CURRENT,386,0
101928,CURRENT,382,0
101931,CURRENT,352,0
101934,CURRENT,441,0
101937,CURRENT,342,0
101939,CURRENT,342,0
101942,CURRENT,479,0
101945,CURRENT,289,0
101947,CURRENT,389,0
101950,CURRENT,463,0
101953,CURRENT,397,0
101955,CURRENT,309,0
101958,CURRENT,422,0
101961,CURRENT,261,0
101963,CURRENT,368,0
101966,CURRENT,270,0
101969,CURRENT,351,0
101971,CURRENT,361,0
101975,CURRENT,257,0
101978,CURRENT,285,0
101980,CURRENT,327,0
101983,CURRENT,542,0
101985,CURRENT,312,0
101988,CURRENT,355,0
101991,CURRENT,243,0
101993,CURRENT,216,0
101996,CURRENT,264,0
101999,CURRENT,439,0
102001,CURRENT,397,0
102004,CURRENT,278,0
102007,CURRENT,250,0
102009,CURRENT,284,0
102012,CURRENT,178,0
102016,CURRENT,203,0
102018,CURRENT,558,0
102021,CURRENT,182,0
102024,CURRENT,231,0
102026,CURRENT,373,0
102029,CURRENT,171,0
102032,CURRENT,236,0
102034,CURRENT,391,0
102037,CURRENT,164,0
102040,CURRENT,202,0
102042,CURRENT,502,0
102045,CURRENT,196,0
102048,CURRENT,136,0
102050,CURRENT,125,0
102053,CURRENT,215,0
102056,CURRENT,410,0
102059,CURRENT,138,0
102062,CURRENT,323,0
102065,CURRENT,347,0
102067,CURRENT,191,0
102070,CURRENT,483,0
102072,CURRENT,130,0
102075,CURRENT,153,0
102078,CURRENT,420,0
102080,CURRENT,260,0
102083,CURRENT,549,0
102086,CURRENT,87,0
102088,CURRENT,204,0
102091,CURRENT,166,0
102094,CURRENT,184,0
102096,CURRENT,297,0
102099,CURRENT,120,0
102103,CURRENT,426,0
102105,CURRENT,68,0
102108,CURRENT,520,0
102110,CURRENT,123,0
102113,CURRENT,540,0
102116,CURRENT,210,0
102118,CURRENT,112,0
102121,CURRENT,365,0
102124,CURRENT,176,0
102126,CURRENT,501,0
102129,CURRENT,181,0
102132,CURRENT,503,0
102134,CURRENT,140,0
102137,CURRENT,413,0
102140,CURRENT,81,0
102142,CURRENT,464,0
102146,CURRENT,96,0
102149,CURRENT,343,0
102151,CURRENT,164,0
102154,CURRENT,125,0
102156,CURRENT,486,0
102159,CURRENT,55,0
102162,CURRENT,479,0
102164,CURRENT,137,0
102167,CURRENT,429,0
102170,CURRENT,123,0
102172,CURRENT,331,0
102175,CURRENT,551,0
102178,CURRENT,106,0
102180,CURRENT,450,0
102183,CURRENT,70,0
102187,CURRENT,366,0
102189,CURRENT,71,0
102192,CURRENT,323,0
102194,CURRENT,141,0
102197,CURRENT,137,0
102200,CURRENT,165,0
102202,CURRENT,34,0
102205,CURRENT,530,0
102208,CURRENT,131,0
102210,CURRENT,362,0
102213,CURRENT,464,0
102216,CURRENT,408,0
102218,CURRENT,414,0
102221,CURRENT,395,0
102224,CURRENT,423,0
102226,CURRENT,358,0
102230,CURRENT,406,0
102233,CURRENT,327,0
102235,CURRENT,391,0
102238,CURRENT,300,0
102240,CURRENT,324,0
102243,CURRENT,296,0
102246,CURRENT,313,0
102248,CURRENT,279,0
102251,CURRENT,318,0
102254,CURRENT,248,0
102256,CURRENT,326,0
102259,CURRENT,241,0
102262,CURRENT,288,0
102264,CURRENT,270,0
102267,CURRENT,252,0
102270,CURRENT,291,0
102273,CURRENT,275,0
102276,CURRENT,274,0
102279,CURRENT,286,0
102281,CURRENT,209,0
102284,CURRENT,89,0
102287,CURRENT,57,0
102289,CURRENT,43,0
102292,CURRENT,42,0
102294,CURRENT,43,0
102297,CURRENT,41,0
102299,CURRENT,40,0
102302,CURRENT,40,0
102305,CURRENT,42,0
102307,CURRENT,38,0
102310,CURRENT,37,0
102312,CURRENT,36,0
102316,CURRENT,35,0
102318,CURRENT,34,0
102321,CURRENT,34,0
102324,CURRENT,35,0
102326,CURRENT,33,0
102329,CURRENT,65479,0
102332,CURRENT,33,0
102334,CURRENT,230,0
102337,CURRENT,660,0
102339,CURRENT,453,0
102342,CURRENT,296,0
102345,CURRENT,295,0
102347,CURRENT,358,0
102350,CURRENT,283,0
102353,CURRENT,299,0
102355,CURRENT,9,0
102359,CURRENT,9,0
102361,CURRENT,9,0
102364,CURRENT,150,0
102367,CURRENT,195,0
102369,CURRENT,167,0
102372,CURRENT,103,0
102374,CURRENT,114,0
102377,CURRENT,90,0
102380,CURRENT,77,0
102382,CURRENT,83,0
102385,CURRENT,69,0
102387,CURRENT,57,0
102390,CURRENT,54,0
102393,CURRENT,51,0
102395,CURRENT,51,0
102398,CURRENT,53,0
102401,CURRENT,53,0
102404,CURRENT,53,0
102406,CURRENT,55,0
102409,CURRENT,56,0
102412,CURRENT,54,0
102414,CURRENT,51,0
102417,CURRENT,50,0
102419,CURRENT,50,0
102422,CURRENT,49,0
102424,CURRENT,48,0
102427,CURRENT,50,0
102430,CURRENT,50,0
102432,CURRENT,46,0
102435,CURRENT,51,0
102437,CURRENT,48,0
102440,CURRENT,49,0
102443,CURRENT,47,0
102446,CURRENT,48,0
102449,CURRENT,48,0
102451,CURRENT,47,0
102454,CURRENT,46,0
102456,CURRENT,49,0
102459,CURRENT,48,0
102461,CURRENT,55,0
102464,CURRENT,56,0
102467,CURRENT,56,0
102469,CURRENT,56,0
102472,CURRENT,57,0
102474,CURRENT,57,0
102477,CURRENT,55,0
102479,CURRENT,57,0
102482,CURRENT,47,0
102486,CURRENT,49,0
102488,CURRENT,50,0
102491,CURRENT,49,0
102493,CURRENT,49,0
102496,CURRENT,49,0
102499,CURRENT,39,0
102501,CURRENT,40,0
102504,CURRENT,47,0
102506,CURRENT,50,0
102509,CURRENT,56,0
102511,CURRENT,57,0
102514,CURRENT,59,0
102517,CURRENT,61,0
102519,CURRENT,60,0
102522,CURRENT,59,0
102524,CURRENT,61,0
102528,CURRENT,61,0
102530,CURRENT,59,0
102533,CURRENT,59,0
102536,CURRENT,60,0
102538,CURRENT,61,0
102541,CURRENT,60,0
102543,CURRENT,59,0
102546,CURRENT,59,0
102548,CURRENT,61,0
102551,CURRENT,61,0
102554,CURRENT,59,0
102556,CURRENT,59,0
102559,CURRENT,61,0
102561,CURRENT,60,0
102564,CURRENT,59,0
102566,CURRENT,60,0
102569,CURRENT,61,0
102573,CURRENT,60,0
102575,CURRENT,59,0
102578,CURRENT,60,0
102580,CURRENT,61,0
102583,CURRENT,60,0
102585,CURRENT,59,0
102588,CURRENT,59,0
102591,CURRENT,61,0
102593,CURRENT,61,0
102596,CURRENT,59,0
102598,CURRENT,59,0
102601,CURRENT,61,0
102603,CURRENT,60,0
102606,CURRENT,59,0
102609,CURRENT,59,0
102611,CURRENT,61,0
102615,CURRENT,61,0
102617,CURRENT,58,0
124758,CURRENT,0,1
124761,CURRENT,92,1
124762,CURRENT,68,1
124764,CURRENT,65,1
124765,CURRENT,7,1
124767,CURRENT,5,1
124770,CURRENT,6,1
124772,CURRENT,5,1
124775,CURRENT,4,1
124777,CURRENT,4,1
124780,CURRENT,5,1
124782,CURRENT,4,1
124785,CURRENT,4,1
124787,CURRENT,4,1
124790,CURRENT,5,1
124792,CURRENT,5,1
124794,CURRENT,4,1
124797,CURRENT,4,1
124800,CURRENT,4,1
124803,CURRENT,4,1
124805,CURRENT,4,1
124808,CURRENT,3,1
124810,CURRENT,4,1
124813,CURRENT,5,1
124815,CURRENT,4,1
124818,CURRENT,4,1
124820,CURRENT,4,1
124823,CURRENT,5,1
124825,CURRENT,4,1
124828,CURRENT,3,1
124830,CURRENT,4,1
124833,CURRENT,4,1
124835,CURRENT,4,1
124838,CURRENT,4,1
124840,CURRENT,5,1
124844,CURRENT,6,1
124846,CURRENT,5,1
124849,CURRENT,4,1
124851,CURRENT,4,1
124854,CURRENT,5,1
124856,CURRENT,5,1
124859,CURRENT,5,1
124861,CURRENT,4,1
124864,CURRENT,5,1
124866,CURRENT,5,1
124869,CURRENT,4,1
124871,CURRENT,4,1
124874,CURRENT,5,1
124876,CURRENT,6,1
124879,CURRENT,10,1
124881,CURRENT,9,1
124884,CURRENT,9,1
124887,CURRENT,9,1
124890,CURRENT,9,1
124892,CURRENT,9,1
124895,CURRENT,9,1
124897,CURRENT,10,1
124900,CURRENT,10,1
124902,CURRENT,9,1
124905,CURRENT,9,1
124907,CURRENT,10,1
124910,CURRENT,10,1
124912,CURRENT,9,1
124915,CURRENT,8,1
124917,CURRENT,9,1
124920,CURRENT,10,1
124922,CURRENT,9,1
124925,CURRENT,8,1
124928,CURRENT,9,1
124931,CURRENT,10,1
124934,CURRENT,8,1
124936,CURRENT,9,1
124939,CURRENT,1020,1
124941,CURRENT,890,1
124944,CURRENT,672,1
124947,CURRENT,814,1
124949,CURRENT,853,1
124952,CURRENT,714,1
124955,CURRENT,818,1
124957,CURRENT,815,1
124960,CURRENT,819,1
124963,CURRENT,697,1
124965,CURRENT,605,1
124968,CURRENT,547,1
124971,CURRENT,682,1
124974,CURRENT,647,1
124977,CURRENT,632,1
124979,CURRENT,636,1
124982,CURRENT,587,1
124985,CURRENT,586,1
124987,CURRENT,525,1
124990,CURRENT,571,1
124993,CURRENT,470,1
124995,CURRENT,706,1
124998,CURRENT,658,1
125001,CURRENT,626,1
125003,CURRENT,436,1
