Time,CURRENT,mA
24103,CURRENT,530,0
24105,CURRENT,325,0
24109,CURRENT,402,0
24112,CURRENT,417,0
24114,CURRENT,598,0
24117,CURRENT,315,0
24120,CURRENT,219,0
24122,CURRENT,338,0
24125,CURRENT,386,0
24128,CURRENT,431,0
24130,CURRENT,272,0
24133,CURRENT,340,0
24136,CURRENT,344,0
24138,CURRENT,577,0
24141,CURRENT,373,0
24144,CURRENT,287,0
24146,CURRENT,364,0
24150,CURRENT,506,0
24152,CURRENT,263,0
24155,CURRENT,335,0
24158,CURRENT,516,0
24160,CURRENT,474,0
24163,CURRENT,347,0
24166,CURRENT,250,0
24168,CURRENT,398,0
24171,CURRENT,373,0
24174,CURRENT,309,0
24176,CURRENT,247,0
24179,CURRENT,299,0
24182,CURRENT,171,0
24184,CURRENT,414,0
24187,CURRENT,546,0
24190,CURRENT,340,0
24193,CURRENT,379,0
24196,CURRENT,217,0
24199,CURRENT,269,0
24201,CURRENT,200,0
24204,CURRENT,534,0
24207,CURRENT,322,0
24209,CURRENT,381,0
24212,CURRENT,248,0
24215,CURRENT,253,0
24217,CURRENT,228,0
24220,CURRENT,463,0
24223,CURRENT,146,0
24225,CURRENT,423,0
24228,CURRENT,461,0
24231,CURRENT,183,0
24233,CURRENT,232,0
24237,CURRENT,479,0
24239,CURRENT,229,0
24242,CURRENT,220,0
24245,CURRENT,254,0
24247,CURRENT,501,0
24250,CURRENT,179,0
24253,CURRENT,250,0
24255,CURRENT,411,0
24258,CURRENT,167,0
24261,CURRENT,247,0
24263,CURRENT,272,0
24266,CURRENT,185,0
24269,CURRENT,209,0
24271,CURRENT,428,0
24274,CURRENT,401,0
24278,CURRENT,236,0
24280,CURRENT,306,0
24283,CURRENT,282,0
24286,CURRENT,146,0
24288,CURRENT,341,0
24291,CURRENT,530,0
24294,CURRENT,376,0
24296,CURRENT,258,0
24299,CURRENT,379,0
24302,CURRENT,201,0
24304,CURRENT,177,0
24307,CURRENT,262,0
24310,CURRENT,451,0
24312,CURRENT,176,0
24315,CURRENT,285,0
24318,CURRENT,393,0
24321,CURRENT,147,0
24324,CURRENT,310,0
24326,CURRENT,355,0
24329,CURRENT,165,0
24332,CURRENT,202,0
24334,CURRENT,512,0
24337,CURRENT,376,0
24340,CURRENT,235,0
24342,CURRENT,189,0
24345,CURRENT,305,0
24348,CURRENT,151,0
24350,CURRENT,147,0
24353,CURRENT,412,0
24356,CURRENT,405,0
24358,CURRENT,166,0
24361,CURRENT,226,0
24365,CURRENT,357,0
24367,CURRENT,154,0
24370,CURRENT,241,0
24373,CURRENT,225,0
24375,CURRENT,139,0
24378,CURRENT,155,0
24381,CURRENT,457,0
24383,CURRENT,435,0
24386,CURRENT,196,0
24389,CURRENT,547,0
24391,CURRENT,289,0
24394,CURRENT,148,0
24397,CURRENT,419,0
24399,CURRENT,194,0
24402,CURRENT,193,0
24406,CURRENT,177,0
24408,CURRENT,138,0
24411,CURRENT,86,0
24413,CURRENT,553,0
24416,CURRENT,133,0
24419,CURRENT,206,0
24421,CURRENT,298,0
24424,CURRENT,167,0
24427,CURRENT,525,0
24429,CURRENT,285,0
24432,CURRENT,278,0
24435,CURRENT,506,0
24437,CURRENT,183,0
24440,CURRENT,204,0
24443,CURRENT,377,0
24445,CURRENT,142,0
24449,CURRENT,148,0
24452,CURRENT,506,0
24454,CURRENT,304,0
24457,CURRENT,315,0
24460,CURRENT,342,0
24462,CURRENT,304,0
24465,CURRENT,335,0
24468,CURRENT,132,0
24470,CURRENT,140,0
24473,CURRENT,549,0
24475,CURRENT,279,0
24478,CURRENT,216,0
24481,CURRENT,546,0
24483,CURRENT,155,0
24486,CURRENT,178,0
24489,CURRENT,158,0
24492,CURRENT,162,0
24495,CURRENT,418,0
24498,CURRENT,153,0
24500,CURRENT,128,0
24503,CURRENT,545,0
24506,CURRENT,335,0
24508,CURRENT,185,0
24511,CURRENT,402,0
24514,CURRENT,171,0
24516,CURRENT,250,0
24519,CURRENT,117,0
24522,CURRENT,113,0
24524,CURRENT,450,0
24527,CURRENT,397,0
24530,CURRENT,193,0
24532,CURRENT,450,0
24536,CURRENT,250,0
24539,CURRENT,289,0
24541,CURRENT,113,0
24544,CURRENT,108,0
24547,CURRENT,288,0
24549,CURRENT,280,0
24552,CURRENT,129,0
24555,CURRENT,535,0
24557,CURRENT,137,0
24560,CURRENT,464,0
24562,CURRENT,361,0
24565,CURRENT,176,0
24568,CURRENT,240,0
24570,CURRENT,205,0
24573,CURRENT,130,0
24577,CURRENT,195,0
24579,CURRENT,555,0
24582,CURRENT,155,0
24585,CURRENT,255,0
24587,CURRENT,550,0
24590,CURRENT,327,0
24593,CURRENT,306,0
24595,CURRENT,304,0
24598,CURRENT,529,0
24601,CURRENT,287,0
24603,CURRENT,412,0
24606,CURRENT,466,0
24609,CURRENT,360,0
24611,CURRENT,305,0
24614,CURRENT,319,0
24617,CURRENT,459,0
24620,CURRENT,322,0
24623,CURRENT,496,0
24626,CURRENT,370,0
24628,CURRENT,555,0
24631,CURRENT,485,0
24634,CURRENT,322,0
24636,CURRENT,523,0
24639,CURRENT,426,0
24642,CURRENT,445,0
24644,CURRENT,320,0
24647,CURRENT,431,0
24649,CURRENT,383,0
24652,CURRENT,356,0
24655,CURRENT,392,0
24657,CURRENT,545,0
24660,CURRENT,516,0
24664,CURRENT,418,0
24666,CURRENT,472,0
24669,CURRENT,535,0
24672,CURRENT,476,0
24674,CURRENT,499,0
24677,CURRENT,528,0
24680,CURRENT,493,0
24682,CURRENT,472,0
24685,CURRENT,387,0
24688,CURRENT,448,0
24690,CURRENT,643,0
24693,CURRENT,582,0
24696,CURRENT,621,0
24698,CURRENT,443,0
24701,CURRENT,674,0
24705,CURRENT,449,0
24707,CURRENT,533,0
24710,CURRENT,471,0
24713,CURRENT,478,0
24715,CURRENT,631,0
24718,CURRENT,666,0
24721,CURRENT,424,0
24723,CURRENT,497,0
24726,CURRENT,703,0
24729,CURRENT,549,0
24731,CURRENT,684,0
24734,CURRENT,514,0
24736,CURRENT,549,0
24739,CURRENT,560,0
24742,CURRENT,561,0
24744,CURRENT,771,0
24748,CURRENT,475,0
24751,CURRENT,624,0
24753,CURRENT,574,0
24756,CURRENT,591,0
24759,CURRENT,744,0
24761,CURRENT,558,0
24764,CURRENT,556,0
24767,CURRENT,685,0
24769,CURRENT,607,0
24772,CURRENT,748,0
24775,CURRENT,568,0
24777,CURRENT,678,0
24780,CURRENT,589,0
24783,CURRENT,614,0
24785,CURRENT,698,0
24788,CURRENT,556,0
24792,CURRENT,696,0
24794,CURRENT,602,0
24797,CURRENT,619,0
24800,CURRENT,749,0
24802,CURRENT,559,0
24805,CURRENT,597,0
24808,CURRENT,657,0
24810,CURRENT,558,0
24813,CURRENT,778,0
24816,CURRENT,660,0
24818,CURRENT,690,0
24821,CURRENT,652,0
24823,CURRENT,623,0
24826,CURRENT,686,0
24829,CURRENT,480,0
24832,CURRENT,551,0
24835,CURRENT,604,0
24838,CURRENT,599,0
24840,CURRENT,697,0
24843,CURRENT,498,0
24846,CURRENT,492,0
24848,CURRENT,792,0
24851,CURRENT,692,0
24854,CURRENT,556,0
24856,CURRENT,629,0
24859,CURRENT,616,0
24862,CURRENT,756,0
24864,CURRENT,518,0
24867,CURRENT,614,0
24870,CURRENT,579,0
24872,CURRENT,550,0
24876,CURRENT,680,0
24879,CURRENT,724,0
24881,CURRENT,720,0
24884,CURRENT,673,0
24887,CURRENT,571,0
24889,CURRENT,747,0
24892,CURRENT,595,0
24895,CURRENT,558,0
24897,CURRENT,628,0
24900,CURRENT,623,0
24903,CURRENT,756,0
24905,CURRENT,653,0
24908,CURRENT,613,0
24910,CURRENT,506,0
24913,CURRENT,596,0
24916,CURRENT,685,0
24919,CURRENT,694,0
24922,CURRENT,738,0
24925,CURRENT,648,0
24927,CURRENT,561,0
24930,CURRENT,737,0
24933,CURRENT,675,0
24935,CURRENT,667,0
24938,CURRENT,488,0
24941,CURRENT,549,0
24943,CURRENT,736,0
24946,CURRENT,686,0
24949,CURRENT,653,0
24951,CURRENT,758,0
24954,CURRENT,598,0
24957,CURRENT,601,0
24960,CURRENT,762,0
24963,CURRENT,719,0
24966,CURRENT,610,0
24968,CURRENT,614,0
24971,CURRENT,756,0
24974,CURRENT,602,0
24976,CURRENT,627,0
24979,CURRENT,743,0
24982,CURRENT,575,0
24984,CURRENT,611,0
24987,CURRENT,660,0
24990,CURRENT,537,0
24992,CURRENT,760,0
24995,CURRENT,695,0
24997,CURRENT,597,0
25000,CURRENT,614,0
25004,CURRENT,684,0
25006,CURRENT,696,0
25009,CURRENT,554,0
25012,CURRENT,695,0
25014,CURRENT,589,0
25017,CURRENT,617,0
25020,CURRENT,727,0
25022,CURRENT,602,0
25025,CURRENT,641,0
25028,CURRENT,627,0
25030,CURRENT,556,0
25033,CURRENT,778,0
25036,CURRENT,639,0
25038,CURRENT,712,0
25041,CURRENT,597,0
25044,CURRENT,616,0
25047,CURRENT,689,0
25050,CURRENT,570,0
25053,CURRENT,592,0
25055,CURRENT,620,0
25058,CURRENT,554,0
25061,CURRENT,754,0
25063,CURRENT,614,0
25066,CURRENT,599,0
25069,CURRENT,624,0
25071,CURRENT,532,0
25074,CURRENT,744,0
25077,CURRENT,680,0
25079,CURRENT,611,0
25082,CURRENT,603,0
25084,CURRENT,756,0
25088,CURRENT,714,0
25091,CURRENT,569,0
25093,CURRENT,577,0
25096,CURRENT,602,0
25099,CURRENT,601,0
25101,CURRENT,721,0
25104,CURRENT,549,0
25107,CURRENT,536,0
25109,CURRENT,782,0
25112,CURRENT,669,0
25115,CURRENT,666,0
25117,CURRENT,528,0
25120,CURRENT,571,0
25123,CURRENT,797,0
25125,CURRENT,747,0
25128,CURRENT,556,0
25132,CURRENT,801,0
25134,CURRENT,661,0
25137,CURRENT,621,0
25140,CURRENT,767,0
25142,CURRENT,635,0
25145,CURRENT,721,0
25148,CURRENT,560,0
25150,CURRENT,679,0
25153,CURRENT,686,0
25156,CURRENT,661,0
25158,CURRENT,554,0
25161,CURRENT,489,0
25164,CURRENT,739,0
25166,CURRENT,669,0
25169,CURRENT,594,0
25171,CURRENT,771,0
25175,CURRENT,707,0
25178,CURRENT,591,0
25180,CURRENT,741,0
25183,CURRENT,617,0
25186,CURRENT,743,0
25188,CURRENT,557,0
25191,CURRENT,670,0
25194,CURRENT,616,0
25196,CURRENT,634,0
25199,CURRENT,688,0
25202,CURRENT,530,0
25204,CURRENT,619,0
25207,CURRENT,734,0
25210,CURRENT,547,0
25212,CURRENT,746,0
25216,CURRENT,631,0
25219,CURRENT,590,0
25221,CURRENT,764,0
25224,CURRENT,568,0
25227,CURRENT,751,0
25229,CURRENT,656,0
25232,CURRENT,620,0
25235,CURRENT,773,0
25237,CURRENT,536,0
25240,CURRENT,610,0
25243,CURRENT,663,0
25245,CURRENT,647,0
25248,CURRENT,778,0
25251,CURRENT,658,0
25253,CURRENT,655,0
25256,CURRENT,746,0
25259,CURRENT,602,0
25262,CURRENT,705,0
25265,CURRENT,665,0
25267,CURRENT,575,0
25270,CURRENT,737,0
25273,CURRENT,678,0
25275,CURRENT,602,0
25278,CURRENT,793,0
25281,CURRENT,746,0
25283,CURRENT,731,0
25286,CURRENT,559,0
25289,CURRENT,664,0
25291,CURRENT,709,0
25294,CURRENT,660,0
25297,CURRENT,656,0
25299,CURRENT,807,0
25303,CURRENT,761,0
25306,CURRENT,664,0
25308,CURRENT,813,0
25311,CURRENT,640,0
25314,CURRENT,578,0
25316,CURRENT,538,0
25319,CURRENT,573,0
25322,CURRENT,789,0
25324,CURRENT,789,0
25327,CURRENT,623,0
25330,CURRENT,765,0
25332,CURRENT,706,0
25335,CURRENT,628,0
25338,CURRENT,606,0
25340,CURRENT,602,0
25344,CURRENT,731,0
25346,CURRENT,576,0
25349,CURRENT,534,0
25352,CURRENT,779,0
25354,CURRENT,709,0
25357,CURRENT,712,0
25360,CURRENT,515,0
25362,CURRENT,553,0
25365,CURRENT,761,0
25368,CURRENT,679,0
25370,CURRENT,562,0
25373,CURRENT,799,0
25376,CURRENT,646,0
25378,CURRENT,602,0
25381,CURRENT,672,0
25384,CURRENT,768,0
25387,CURRENT,681,0
25390,CURRENT,734,0
25393,CURRENT,661,0
25395,CURRENT,800,0
25398,CURRENT,752,0
25401,CURRENT,647,0
25403,CURRENT,803,0
25406,CURRENT,600,0
25409,CURRENT,533,0
25411,CURRENT,708,0
25414,CURRENT,704,0
25417,CURRENT,674,0
25419,CURRENT,715,0
25422,CURRENT,610,0
25425,CURRENT,792,0
25427,CURRENT,680,0
25431,CURRENT,706,0
25433,CURRENT,518,0
25436,CURRENT,640,0
25439,CURRENT,722,0
25441,CURRENT,620,0
25444,CURRENT,691,0
25447,CURRENT,721,0
25449,CURRENT,682,0
25452,CURRENT,677,0
25455,CURRENT,815,0
25457,CURRENT,632,0
25460,CURRENT,729,0
25463,CURRENT,565,0
25465,CURRENT,675,0
25468,CURRENT,726,0
25472,CURRENT,685,0
25474,CURRENT,648,0
25477,CURRENT,672,0
25480,CURRENT,630,0
25482,CURRENT,693,0
25485,CURRENT,781,0
25488,CURRENT,704,0
25490,CURRENT,652,0
25493,CURRENT,703,0
25496,CURRENT,573,0
25498,CURRENT,631,0
25501,CURRENT,746,0
25504,CURRENT,809,0
25506,CURRENT,568,0
25509,CURRENT,656,0
25512,CURRENT,604,0
25515,CURRENT,641,0
25518,CURRENT,698,0
25520,CURRENT,804,0
25523,CURRENT,785,0
25526,CURRENT,697,0
25528,CURRENT,823,0
25531,CURRENT,675,0
25534,CURRENT,646,0
25536,CURRENT,656,0
25539,CURRENT,691,0
25542,CURRENT,673,0
25544,CURRENT,782,0
25547,CURRENT,732,0
25550,CURRENT,668,0
25552,CURRENT,765,0
25555,CURRENT,735,0
25559,CURRENT,694,0
25561,CURRENT,758,0
25564,CURRENT,661,0
25567,CURRENT,808,0
25569,CURRENT,692,0
25572,CURRENT,837,0
25575,CURRENT,592,0
25577,CURRENT,867,0
25580,CURRENT,616,0
25583,CURRENT,776,0
25585,CURRENT,698,0
25588,CURRENT,801,0
25591,CURRENT,631,0
25593,CURRENT,876,0
25596,CURRENT,692,0
25600,CURRENT,716,0
25602,CURRENT,745,0
25605,CURRENT,772,0
25607,CURRENT,666,0
25610,CURRENT,595,0
25613,CURRENT,696,0
25615,CURRENT,639,0
25618,CURRENT,876,0
25621,CURRENT,621,0
25623,CURRENT,695,0
25626,CURRENT,633,0
25629,CURRENT,715,0
25631,CURRENT,736,0
25634,CURRENT,733,0
25637,CURRENT,616,0
25639,CURRENT,650,0
25643,CURRENT,618,0
25646,CURRENT,691,0
25648,CURRENT,758,0
25651,CURRENT,680,0
25654,CURRENT,649,0
25656,CURRENT,668,0
25659,CURRENT,637,0
25662,CURRENT,671,0
25664,CURRENT,772,0
25667,CURRENT,651,0
25670,CURRENT,669,0
25672,CURRENT,669,0
25675,CURRENT,670,0
25678,CURRENT,671,0
25680,CURRENT,774,0
25683,CURRENT,660,0
25687,CURRENT,684,0
25689,CURRENT,682,0
25692,CURRENT,649,0
25694,CURRENT,718,0
25697,CURRENT,774,0
25700,CURRENT,778,0
25702,CURRENT,630,0
25705,CURRENT,808,0
25708,CURRENT,591,0
25710,CURRENT,746,0
25713,CURRENT,720,0
25716,CURRENT,733,0
25718,CURRENT,579,0
25721,CURRENT,765,0
25724,CURRENT,582,0
25726,CURRENT,733,0
25730,CURRENT,716,0
25733,CURRENT,724,0
25735,CURRENT,613,0
25738,CURRENT,793,0
25741,CURRENT,619,0
25743,CURRENT,690,0
25746,CURRENT,813,0
25749,CURRENT,809,0
25751,CURRENT,660,0
25754,CURRENT,850,0
25757,CURRENT,705,0
25759,CURRENT,618,0
25762,CURRENT,778,0
25765,CURRENT,794,0
25767,CURRENT,830,0
25771,CURRENT,774,0
25774,CURRENT,712,0
25776,CURRENT,554,0
25779,CURRENT,850,0
25781,CURRENT,725,0
25784,CURRENT,716,0
25787,CURRENT,767,0
25789,CURRENT,810,0
25792,CURRENT,732,0
25795,CURRENT,882,0
25797,CURRENT,739,0
25800,CURRENT,659,0
25803,CURRENT,733,0
25805,CURRENT,794,0
25808,CURRENT,780,0
25811,CURRENT,736,0
25814,CURRENT,860,0
25817,CURRENT,818,0
25820,CURRENT,787,0
25822,CURRENT,804,0
25825,CURRENT,696,0
25828,CURRENT,771,0
25830,CURRENT,777,0
25833,CURRENT,810,0
25836,CURRENT,849,0
25838,CURRENT,737,0
25841,CURRENT,821,0
25844,CURRENT,640,0
25846,CURRENT,860,0
25849,CURRENT,853,0
25852,CURRENT,862,0
25854,CURRENT,787,0
25858,CURRENT,842,0
25861,CURRENT,826,0
25863,CURRENT,870,0
25866,CURRENT,796,0
25868,CURRENT,720,0
25871,CURRENT,849,0
25874,CURRENT,879,0
25876,CURRENT,832,0
25879,CURRENT,888,0
25882,CURRENT,726,0
25884,CURRENT,706,0
25887,CURRENT,803,0
25890,CURRENT,789,0
25892,CURRENT,802,0
25895,CURRENT,855,0
25899,CURRENT,816,0
25901,CURRENT,752,0
25904,CURRENT,884,0
25907,CURRENT,694,0
25909,CURRENT,913,0
25912,CURRENT,898,0
25915,CURRENT,772,0
25917,CURRENT,922,0
25920,CURRENT,773,0
25923,CURRENT,678,0
25925,CURRENT,834,0
25928,CURRENT,896,0
25931,CURRENT,777,0
25933,CURRENT,769,0
25936,CURRENT,923,0
25939,CURRENT,886,0
25942,CURRENT,809,0
25945,CURRENT,727,0
25948,CURRENT,900,0
25950,CURRENT,716,0
25953,CURRENT,726,0
25955,CURRENT,808,0
25958,CURRENT,864,0
25961,CURRENT,770,0
25963,CURRENT,796,0
25966,CURRENT,803,0
25969,CURRENT,858,0
25971,CURRENT,859,0
25974,CURRENT,806,0
25977,CURRENT,790,0
25979,CURRENT,646,0
25982,CURRENT,757,0
25986,CURRENT,806,0
25988,CURRENT,877,0
25991,CURRENT,870,0
25994,CURRENT,658,0
25996,CURRENT,778,0
25999,CURRENT,880,0
26002,CURRENT,759,0
26004,CURRENT,829,0
26007,CURRENT,880,0
26010,CURRENT,731,0
26012,CURRENT,694,0
26015,CURRENT,812,0
26018,CURRENT,875,0
26020,CURRENT,840,0
26023,CURRENT,842,0
26027,CURRENT,777,0
26029,CURRENT,727,0
26032,CURRENT,841,0
26035,CURRENT,821,0
26037,CURRENT,932,0
26040,CURRENT,856,0
26042,CURRENT,879,0
26045,CURRENT,785,0
26048,CURRENT,765,0
26050,CURRENT,839,0
26053,CURRENT,845,0
26056,CURRENT,875,0
26058,CURRENT,775,0
26061,CURRENT,824,0
26064,CURRENT,894,0
26066,CURRENT,897,0
26070,CURRENT,864,0
26073,CURRENT,705,0
26075,CURRENT,745,0
26078,CURRENT,900,0
26081,CURRENT,946,0
26083,CURRENT,787,0
26086,CURRENT,869,0
26089,CURRENT,810,0
26091,CURRENT,916,0
26094,CURRENT,807,0
26097,CURRENT,856,0
26099,CURRENT,896,0
26102,CURRENT,664,0
26105,CURRENT,715,0
26107,CURRENT,710,0
26110,CURRENT,874,0
26114,CURRENT,884,0
26116,CURRENT,916,0
26119,CURRENT,875,0
26122,CURRENT,853,0
26124,CURRENT,915,0
26127,CURRENT,858,0
26129,CURRENT,838,0
26132,CURRENT,762,0
26135,CURRENT,843,0
26137,CURRENT,908,0
26140,CURRENT,780,0
26143,CURRENT,876,0
26145,CURRENT,809,0
26148,CURRENT,870,0
26151,CURRENT,807,0
26153,CURRENT,837,0
26157,CURRENT,852,0
26160,CURRENT,750,0
26162,CURRENT,855,0
26165,CURRENT,740,0
26168,CURRENT,851,0
26170,CURRENT,823,0
26173,CURRENT,830,0
26176,CURRENT,896,0
26178,CURRENT,810,0
26181,CURRENT,854,0
26184,CURRENT,896,0
26186,CURRENT,837,0
26189,CURRENT,826,0
26192,CURRENT,918,0
26194,CURRENT,839,0
26198,CURRENT,866,0
26201,CURRENT,822,0
26203,CURRENT,891,0
26206,CURRENT,814,0
26209,CURRENT,790,0
26211,CURRENT,795,0
26214,CURRENT,839,0
26216,CURRENT,857,0
26219,CURRENT,701,0
26222,CURRENT,813,0
26224,CURRENT,800,0
26227,CURRENT,912,0
26230,CURRENT,874,0
26232,CURRENT,877,0
26235,CURRENT,872,0
26238,CURRENT,982,0
26241,CURRENT,965,0
26244,CURRENT,883,0
26247,CURRENT,941,0
26249,CURRENT,704,0
26252,CURRENT,960,0
26255,CURRENT,884,0
26257,CURRENT,867,0
26260,CURRENT,765,0
26263,CURRENT,770,0
26265,CURRENT,884,0
26268,CURRENT,878,0
26271,CURRENT,887,0
26273,CURRENT,945,0
26276,CURRENT,858,0
26279,CURRENT,891,0
26281,CURRENT,907,0
26285,CURRENT,944,0
26288,CURRENT,777,0
26290,CURRENT,837,0
26293,CURRENT,1011,0
26296,CURRENT,920,0
26298,CURRENT,746,0
26301,CURRENT,831,0
26304,CURRENT,838,0
26306,CURRENT,884,0
26309,CURRENT,762,0
26312,CURRENT,863,0
26314,CURRENT,912,0
26317,CURRENT,875,0
26320,CURRENT,848,0
26322,CURRENT,930,0
26326,CURRENT,958,0
26328,CURRENT,820,0
26331,CURRENT,926,0
26334,CURRENT,854,0
26336,CURRENT,956,0
26339,CURRENT,826,0
26342,CURRENT,830,0
26344,CURRENT,898,0
26347,CURRENT,827,0
26350,CURRENT,776,0
26352,CURRENT,886,0
26355,CURRENT,843,0
26358,CURRENT,900,0
26360,CURRENT,856,0
26363,CURRENT,943,0
26366,CURRENT,773,0
26369,CURRENT,787,0
26372,CURRENT,845,0
26375,CURRENT,818,0
26377,CURRENT,894,0
26380,CURRENT,848,0
26383,CURRENT,943,0
26385,CURRENT,882,0
26388,CURRENT,936,0
26391,CURRENT,900,0
26393,CURRENT,798,0
26396,CURRENT,839,0
26399,CURRENT,880,0
26401,CURRENT,853,0
26404,CURRENT,917,0
26407,CURRENT,695,0
26409,CURRENT,812,0
26413,CURRENT,927,0
26415,CURRENT,847,0
26418,CURRENT,838,0
26421,CURRENT,849,0
26423,CURRENT,879,0
26426,CURRENT,896,0
26429,CURRENT,864,0
26431,CURRENT,938,0
26434,CURRENT,817,0
26437,CURRENT,786,0
26439,CURRENT,977,0
26442,CURRENT,931,0
26445,CURRENT,867,0
26447,CURRENT,950,0
26450,CURRENT,877,0
26454,CURRENT,830,0
26456,CURRENT,915,0
26459,CURRENT,848,0
26462,CURRENT,838,0
26464,CURRENT,913,0
26467,CURRENT,870,0
26470,CURRENT,907,0
26472,CURRENT,987,0
26475,CURRENT,908,0
26478,CURRENT,857,0
26480,CURRENT,889,0
26483,CURRENT,807,0
26486,CURRENT,826,0
26488,CURRENT,760,0
26491,CURRENT,850,0
26494,CURRENT,861,0
26497,CURRENT,1062,0
26500,CURRENT,958,0
26503,CURRENT,851,0
26505,CURRENT,880,0
26508,CURRENT,805,0
26511,CURRENT,817,0
26513,CURRENT,852,0
26516,CURRENT,935,0
26519,CURRENT,804,0
26521,CURRENT,862,0
26524,CURRENT,904,0
26526,CURRENT,794,0
26529,CURRENT,885,0
26532,CURRENT,962,0
26534,CURRENT,917,0
26537,CURRENT,871,0
26541,CURRENT,986,0
26543,CURRENT,820,0
26546,CURRENT,881,0
26549,CURRENT,903,0
26551,CURRENT,841,0
26554,CURRENT,932,0
26557,CURRENT,847,0
26559,CURRENT,954,0
26562,CURRENT,864,0
26565,CURRENT,931,0
26567,CURRENT,986,0
26570,CURRENT,899,0
26573,CURRENT,873,0
26575,CURRENT,944,0
26578,CURRENT,885,0
26582,CURRENT,937,0
26584,CURRENT,691,0
26587,CURRENT,968,0
26590,CURRENT,939,0
26592,CURRENT,891,0
26595,CURRENT,908,0
26598,CURRENT,903,0
26600,CURRENT,949,0
26603,CURRENT,912,0
26606,CURRENT,690,0
26608,CURRENT,917,0
26611,CURRENT,991,0
26613,CURRENT,911,0
26616,CURRENT,1061,0
26619,CURRENT,930,0
26622,CURRENT,825,0
26625,CURRENT,934,0
26628,CURRENT,983,0
26630,CURRENT,940,0
26633,CURRENT,956,0
26636,CURRENT,908,0
26638,CURRENT,1014,0
26641,CURRENT,933,0
26644,CURRENT,858,0
26647,CURRENT,957,0
26649,CURRENT,960,0
26652,CURRENT,988,0
26654,CURRENT,886,0
26657,CURRENT,915,0
26660,CURRENT,965,0
26662,CURRENT,896,0
26665,CURRENT,941,0
26669,CURRENT,978,0
26671,CURRENT,1039,0
26674,CURRENT,970,0
26677,CURRENT,889,0
26679,CURRENT,923,0
26682,CURRENT,966,0
26685,CURRENT,899,0
26687,CURRENT,1012,0
26690,CURRENT,946,0
26693,CURRENT,997,0
26695,CURRENT,966,0
26698,CURRENT,945,0
26701,CURRENT,906,0
26703,CURRENT,931,0
26706,CURRENT,935,0
26710,CURRENT,943,0
26712,CURRENT,956,0
26715,CURRENT,931,0
26718,CURRENT,973,0
26720,CURRENT,943,0
26723,CURRENT,891,0
26726,CURRENT,915,0
26728,CURRENT,1021,0
26731,CURRENT,949,0
26734,CURRENT,895,0
