Time,CURRENT,mA
6781,CURRENT,201,0
6784,CURRENT,485,0
6787,CURRENT,225,0
6790,CURRENT,417,0
6792,CURRENT,184,0
6795,CURRENT,276,0
6798,CURRENT,244,0
6800,CURRENT,160,0
6803,CURRENT,568,0
6805,CURRENT,304,0
6808,CURRENT,208,0
6811,CURRENT,402,0
6813,CURRENT,119,0
6816,CURRENT,176,0
6819,CURRENT,519,0
6821,CURRENT,176,0
6824,CURRENT,17,0
6828,CURRENT,165,0
6830,CURRENT,233,0
6833,CURRENT,346,0
6836,CURRENT,113,0
6838,CURRENT,284,0
6841,CURRENT,458,0
6844,CURRENT,196,0
6846,CURRENT,110,0
6849,CURRENT,149,0
6852,CURRENT,222,0
6854,CURRENT,329,0
6857,CURRENT,130,0
6860,CURRENT,264,0
6862,CURRENT,438,0
6865,CURRENT,159,0
6868,CURRENT,198,0
6871,CURRENT,422,0
6874,CURRENT,240,0
6876,CURRENT,543,0
6879,CURRENT,146,0
6882,CURRENT,271,0
6884,CURRENT,382,0
6887,CURRENT,158,0
6890,CURRENT,487,0
6892,CURRENT,125,0
6895,CURRENT,541,0
6898,CURRENT,306,0
6900,CURRENT,146,0
6903,CURRENT,535,0
6906,CURRENT,153,0
6908,CURRENT,495,0
6912,CURRENT,171,0
6915,CURRENT,210,0
6917,CURRENT,519,0
6920,CURRENT,250,0
6923,CURRENT,437,0
6925,CURRENT,179,0
6928,CURRENT,506,0
6931,CURRENT,160,0
6933,CURRENT,230,0
6936,CURRENT,139,0
6939,CURRENT,178,0
6941,CURRENT,299,0
6944,CURRENT,175,0
22195,CURRENT,4,0
22198,CURRENT,4,0
22200,CURRENT,3,0
22203,CURRENT,4,0
22205,CURRENT,4,0
22208,CURRENT,4,0
22210,CURRENT,3,0
22213,CURRENT,4,0
22215,CURRENT,4,0
22218,CURRENT,4,0
22220,CURRENT,4,0
22223,CURRENT,4,0
22225,CURRENT,4,0
22228,CURRENT,4,0
22231,CURRENT,4,0
22233,CURRENT,3,0
22236,CURRENT,4,0
22238,CURRENT,4,0
22241,CURRENT,4,0
22243,CURRENT,5,0
22246,CURRENT,4,0
22248,CURRENT,5,0
22251,CURRENT,5,0
22253,CURRENT,5,0
22256,CURRENT,5,0
22258,CURRENT,4,0
22261,CURRENT,5,0
22263,CURRENT,5,0
22266,CURRENT,5,0
22268,CURRENT,4,0
22272,CURRENT,4,0
22274,CURRENT,5,0
22277,CURRENT,5,0
22279,CURRENT,4,0
22282,CURRENT,4,0
22284,CURRENT,9,0
22287,CURRENT,10,0
22289,CURRENT,10,0
22292,CURRENT,9,0
22294,CURRENT,9,0
22297,CURRENT,9,0
22299,CURRENT,10,0
22302,CURRENT,9,0
22304,CURRENT,8,0
22307,CURRENT,8,0
22309,CURRENT,10,0
22312,CURRENT,10,0
22316,CURRENT,9,0
22318,CURRENT,8,0
22321,CURRENT,9,0
22323,CURRENT,10,0
22326,CURRENT,9,0
22328,CURRENT,8,0
22331,CURRENT,9,0
22333,CURRENT,10,0
22336,CURRENT,10,0
22338,CURRENT,8,0
22341,CURRENT,8,0
22343,CURRENT,1090,0
22346,CURRENT,911,0
22349,CURRENT,923,0
22351,CURRENT,896,0
22354,CURRENT,935,0
22358,CURRENT,922,0
22360,CURRENT,897,0
22363,CURRENT,776,0
22366,CURRENT,700,0
22368,CURRENT,848,0
22371,CURRENT,850,0
22374,CURRENT,808,0
22376,CURRENT,770,0
22379,CURRENT,799,0
22381,CURRENT,683,0
22384,CURRENT,714,0
22387,CURRENT,652,0
22389,CURRENT,754,0
22392,CURRENT,696,0
22395,CURRENT,782,0
22397,CURRENT,688,0
22401,CURRENT,786,0
22404,CURRENT,840,0
22406,CURRENT,849,0
22409,CURRENT,881,0
22412,CURRENT,904,0
22414,CURRENT,788,0
22417,CURRENT,894,0
22420,CURRENT,852,0
22422,CURRENT,865,0
22425,CURRENT,903,0
22428,CURRENT,803,0
22430,CURRENT,832,0
22433,CURRENT,842,0
22436,CURRENT,793,0
22438,CURRENT,930,0
22441,CURRENT,809,0
22445,CURRENT,921,0
22447,CURRENT,956,0
22450,CURRENT,955,0
22453,CURRENT,936,0
22455,CURRENT,972,0
22458,CURRENT,929,0
22461,CURRENT,847,0
22463,CURRENT,894,0
22466,CURRENT,886,0
22468,CURRENT,978,0
22471,CURRENT,955,0
22474,CURRENT,1026,0
22477,CURRENT,931,0
22479,CURRENT,827,0
22482,CURRENT,901,0
22486,CURRENT,952,0
22488,CURRENT,908,0
22491,CURRENT,925,0
22493,CURRENT,968,0
22496,CURRENT,959,0
22499,CURRENT,986,0
22501,CURRENT,860,0
22504,CURRENT,901,0
22507,CURRENT,932,0
22509,CURRENT,922,0
22512,CURRENT,927,0
22515,CURRENT,994,0
22517,CURRENT,986,0
22520,CURRENT,907,0
22523,CURRENT,866,0
22525,CURRENT,904,0
22529,CURRENT,947,0
22532,CURRENT,926,0
22534,CURRENT,987,0
22537,CURRENT,914,0
22540,CURRENT,999,0
22542,CURRENT,926,0
22545,CURRENT,825,0
22548,CURRENT,929,0
22550,CURRENT,966,0
22553,CURRENT,911,0
22556,CURRENT,912,0
22558,CURRENT,883,0
22561,CURRENT,999,0
22564,CURRENT,931,0
22566,CURRENT,822,0
22569,CURRENT,953,0
22573,CURRENT,938,0
22575,CURRENT,961,0
22578,CURRENT,956,0
22580,CURRENT,891,0
22583,CURRENT,1042,0
22586,CURRENT,939,0
22589,CURRENT,958,0
22591,CURRENT,948,0
22594,CURRENT,987,0
22596,CURRENT,938,0
22599,CURRENT,877,0
22602,CURRENT,905,0
22604,CURRENT,927,0
22607,CURRENT,931,0
22610,CURRENT,914,0
22612,CURRENT,975,0
22616,CURRENT,969,0
22619,CURRENT,974,0
22621,CURRENT,851,0
22624,CURRENT,904,0
22627,CURRENT,958,0
22629,CURRENT,932,0
22632,CURRENT,942,0
22635,CURRENT,981,0
22637,CURRENT,968,0
22640,CURRENT,975,0
22643,CURRENT,897,0
22645,CURRENT,911,0
22648,CURRENT,924,0
22651,CURRENT,939,0
22653,CURRENT,941,0
22657,CURRENT,944,0
22660,CURRENT,968,0
22662,CURRENT,934,0
22665,CURRENT,894,0
22668,CURRENT,919,0
22670,CURRENT,898,0
22673,CURRENT,970,0
22676,CURRENT,910,0
22678,CURRENT,980,0
22681,CURRENT,961,0
22683,CURRENT,926,0
22686,CURRENT,892,0
22689,CURRENT,917,0
22691,CURRENT,889,0
22694,CURRENT,932,0
22697,CURRENT,937,0
22700,CURRENT,1028,0
22703,CURRENT,973,0
22706,CURRENT,864,0
22708,CURRENT,911,0
22711,CURRENT,967,0
22714,CURRENT,875,0
22716,CURRENT,937,0
22719,CURRENT,902,0
22722,CURRENT,1023,0
22725,CURRENT,937,0
22727,CURRENT,868,0
22730,CURRENT,950,0
22732,CURRENT,983,0
22735,CURRENT,904,0
22738,CURRENT,966,0
22740,CURRENT,884,0
22744,CURRENT,982,0
22747,CURRENT,941,0
22749,CURRENT,842,0
22752,CURRENT,915,0
22755,CURRENT,948,0
22757,CURRENT,946,0
22760,CURRENT,922,0
22763,CURRENT,913,0
22765,CURRENT,976,0
22768,CURRENT,967,0
22771,CURRENT,898,0
22773,CURRENT,898,0
22776,CURRENT,928,0
22779,CURRENT,930,0
22781,CURRENT,913,0
22785,CURRENT,976,0
22788,CURRENT,894,0
22790,CURRENT,952,0
22793,CURRENT,939,0
22796,CURRENT,930,0
22798,CURRENT,937,0
22801,CURRENT,990,0
22804,CURRENT,918,0
22806,CURRENT,1021,0
22809,CURRENT,941,0
22812,CURRENT,868,0
22814,CURRENT,980,0
22817,CURRENT,978,0
22820,CURRENT,909,0
22822,CURRENT,964,0
22825,CURRENT,878,0
22829,CURRENT,1020,0
22831,CURRENT,941,0
22834,CURRENT,922,0
22837,CURRENT,931,0
22839,CURRENT,962,0
22842,CURRENT,947,0
22845,CURRENT,916,0
22847,CURRENT,928,0
22850,CURRENT,874,0
22853,CURRENT,956,0
22855,CURRENT,975,0
22858,CURRENT,904,0
22860,CURRENT,984,0
22863,CURRENT,927,0
22866,CURRENT,919,0
22868,CURRENT,1023,0
22872,CURRENT,919,0
22875,CURRENT,900,0
22878,CURRENT,1009,0
22880,CURRENT,1014,0
22883,CURRENT,942,0
22886,CURRENT,887,0
22888,CURRENT,939,0
22891,CURRENT,954,0
22894,CURRENT,948,0
22896,CURRENT,916,0
22899,CURRENT,949,0
22902,CURRENT,977,0
22904,CURRENT,921,0
22907,CURRENT,914,0
22910,CURRENT,891,0
22913,CURRENT,911,0
22916,CURRENT,960,0
22919,CURRENT,930,0
22921,CURRENT,908,0
22924,CURRENT,952,0
22926,CURRENT,978,0
22929,CURRENT,919,0
22932,CURRENT,1016,0
22935,CURRENT,941,0
22937,CURRENT,946,0
22940,CURRENT,996,0
22943,CURRENT,985,0
22945,CURRENT,985,0
22948,CURRENT,904,0
22950,CURRENT,904,0
22953,CURRENT,902,0
22957,CURRENT,940,0
22959,CURRENT,926,0
22962,CURRENT,921,0
22965,CURRENT,985,0
22967,CURRENT,945,0
22970,CURRENT,920,0
22973,CURRENT,987,0
22975,CURRENT,903,0
22978,CURRENT,937,0
22981,CURRENT,994,0
22983,CURRENT,941,0
22986,CURRENT,960,0
22989,CURRENT,984,0
22991,CURRENT,931,0
22994,CURRENT,1017,0
22998,CURRENT,952,0
23000,CURRENT,932,0
23003,CURRENT,962,0
23006,CURRENT,979,0
23008,CURRENT,928,0
23011,CURRENT,915,0
23014,CURRENT,913,0
23016,CURRENT,896,0
23019,CURRENT,945,0
23022,CURRENT,948,0
23024,CURRENT,926,0
23027,CURRENT,968,0
23030,CURRENT,954,0
23032,CURRENT,922,0
23035,CURRENT,957,0
23038,CURRENT,909,0
23041,CURRENT,935,0
23044,CURRENT,957,0
23047,CURRENT,928,0
23049,CURRENT,942,0
23052,CURRENT,939,0
23054,CURRENT,922,0
23057,CURRENT,1034,0
23060,CURRENT,943,0
23063,CURRENT,926,0
23065,CURRENT,1011,0
23068,CURRENT,987,0
23071,CURRENT,925,0
23073,CURRENT,902,0
23076,CURRENT,913,0
23079,CURRENT,913,0
23081,CURRENT,945,0
23085,CURRENT,924,0
23088,CURRENT,946,0
23090,CURRENT,997,0
23093,CURRENT,933,0
23096,CURRENT,910,0
23098,CURRENT,919,0
23101,CURRENT,892,0
23103,CURRENT,949,0
23106,CURRENT,983,0
23109,CURRENT,945,0
23111,CURRENT,1024,0
23114,CURRENT,897,0
23117,CURRENT,910,0
23119,CURRENT,934,0
23122,CURRENT,897,0
23126,CURRENT,986,0
23128,CURRENT,935,0
23131,CURRENT,999,0
23134,CURRENT,972,0
23136,CURRENT,847,0
23139,CURRENT,922,0
23142,CURRENT,980,0
23144,CURRENT,916,0
23147,CURRENT,932,0
23150,CURRENT,1009,0
23152,CURRENT,988,0
23155,CURRENT,947,0
23158,CURRENT,899,0
23160,CURRENT,914,0
23163,CURRENT,923,0
23166,CURRENT,984,0
23169,CURRENT,954,0
23172,CURRENT,1002,0
23175,CURRENT,977,0
23177,CURRENT,950,0
23180,CURRENT,913,0
23183,CURRENT,942,0
23185,CURRENT,906,0
23188,CURRENT,982,0
23191,CURRENT,951,0
23193,CURRENT,1062,0
23196,CURRENT,984,0
23199,CURRENT,887,0
23201,CURRENT,924,0
23204,CURRENT,981,0
23207,CURRENT,930,0
23209,CURRENT,962,0
23213,CURRENT,921,0
23216,CURRENT,1037,0
23218,CURRENT,956,0
23221,CURRENT,839,0
23224,CURRENT,925,0
23226,CURRENT,981,0
23229,CURRENT,954,0
23232,CURRENT,934,0
23234,CURRENT,914,0
23237,CURRENT,1024,0
23240,CURRENT,960,0
23242,CURRENT,900,0
23245,CURRENT,947,0
23248,CURRENT,948,0
23250,CURRENT,942,0
23254,CURRENT,992,0
23257,CURRENT,981,0
23259,CURRENT,885,0
23262,CURRENT,956,0
23265,CURRENT,989,0
23267,CURRENT,954,0
23270,CURRENT,949,0
23273,CURRENT,974,0
23275,CURRENT,930,0
23278,CURRENT,1045,0
23281,CURRENT,951,0
23283,CURRENT,896,0
23286,CURRENT,979,0
23289,CURRENT,983,0
23291,CURRENT,991,0
23294,CURRENT,990,0
23298,CURRENT,933,0
23300,CURRENT,1004,0
23303,CURRENT,952,0
23306,CURRENT,916,0
23308,CURRENT,932,0
23311,CURRENT,996,0
23314,CURRENT,952,0
23316,CURRENT,924,0
23319,CURRENT,975,0
23322,CURRENT,895,0
23324,CURRENT,962,0
23327,CURRENT,986,0
23330,CURRENT,953,0
23332,CURRENT,998,0
23335,CURRENT,957,0
23339,CURRENT,928,0
23341,CURRENT,1033,0
23344,CURRENT,943,0
23347,CURRENT,904,0
23349,CURRENT,1025,0
23352,CURRENT,948,0
23355,CURRENT,946,0
23357,CURRENT,902,0
23360,CURRENT,926,0
23363,CURRENT,952,0
23365,CURRENT,952,0
23368,CURRENT,992,0
23371,CURRENT,989,0
23373,CURRENT,987,0
23376,CURRENT,933,0
23379,CURRENT,930,0
23382,CURRENT,946,0
23385,CURRENT,885,0
23388,CURRENT,957,0
23390,CURRENT,954,0
23393,CURRENT,935,0
23396,CURRENT,973,0
23398,CURRENT,990,0
23401,CURRENT,929,0
23403,CURRENT,1035,0
23406,CURRENT,906,0
23409,CURRENT,940,0
23412,CURRENT,963,0
23414,CURRENT,1003,0
23417,CURRENT,944,0
23420,CURRENT,870,0
23422,CURRENT,931,0
23426,CURRENT,980,0
23429,CURRENT,943,0
23431,CURRENT,935,0
23434,CURRENT,977,0
23437,CURRENT,991,0
23439,CURRENT,931,0
23442,CURRENT,915,0
23444,CURRENT,912,0
23447,CURRENT,912,0
23450,CURRENT,956,0
23452,CURRENT,952,0
23455,CURRENT,951,0
23458,CURRENT,990,0
23460,CURRENT,992,0
23463,CURRENT,938,0
23467,CURRENT,963,0
23469,CURRENT,902,0
23472,CURRENT,1010,0
23475,CURRENT,981,0
23477,CURRENT,1036,0
23480,CURRENT,975,0
23483,CURRENT,853,0
23486,CURRENT,927,0
23488,CURRENT,1013,0
23491,CURRENT,920,0
23494,CURRENT,1014,0
23496,CURRENT,1030,0
23499,CURRENT,992,0
23502,CURRENT,951,0
23504,CURRENT,879,0
23507,CURRENT,936,0
23511,CURRENT,950,0
23513,CURRENT,993,0
23516,CURRENT,950,0
23519,CURRENT,1046,0
23521,CURRENT,966,0
23524,CURRENT,900,0
23527,CURRENT,921,0
23529,CURRENT,972,0
23532,CURRENT,913,0
23535,CURRENT,991,0
23537,CURRENT,992,0
23540,CURRENT,1029,0
23543,CURRENT,950,0
23545,CURRENT,841,0
23548,CURRENT,961,0
23552,CURRENT,999,0
23554,CURRENT,949,0
23557,CURRENT,939,0
23560,CURRENT,994,0
23562,CURRENT,1013,0
23565,CURRENT,963,0
23568,CURRENT,912,0
23570,CURRENT,953,0
23573,CURRENT,916,0
23576,CURRENT,951,0
23578,CURRENT,961,0
23581,CURRENT,1038,0
23584,CURRENT,1031,0
23586,CURRENT,937,0
23589,CURRENT,1018,0
23592,CURRENT,947,0
23596,CURRENT,964,0
23598,CURRENT,994,0
23601,CURRENT,929,0
23603,CURRENT,1058,0
23606,CURRENT,959,0
23609,CURRENT,898,0
23612,CURRENT,995,0
23614,CURRENT,974,0
23617,CURRENT,955,0
23619,CURRENT,1007,0
23622,CURRENT,907,0
23625,CURRENT,945,0
23628,CURRENT,955,0
23630,CURRENT,957,0
23633,CURRENT,956,0
23636,CURRENT,1008,0
23639,CURRENT,989,0
23642,CURRENT,932,0
23645,CURRENT,969,0
23647,CURRENT,907,0
23650,CURRENT,976,0
23653,CURRENT,953,0
23655,CURRENT,937,0
23658,CURRENT,1012,0
23661,CURRENT,847,0
23663,CURRENT,936,0
23666,CURRENT,1005,0
23669,CURRENT,956,0
23671,CURRENT,961,0
23674,CURRENT,1009,0
23677,CURRENT,1027,0
23680,CURRENT,1015,0
23683,CURRENT,888,0
23686,CURRENT,926,0
23688,CURRENT,973,0
23691,CURRENT,994,0
23694,CURRENT,928,0
23696,CURRENT,956,0
23699,CURRENT,978,0
23702,CURRENT,952,0
23704,CURRENT,921,0
23707,CURRENT,943,0
23710,CURRENT,906,0
23712,CURRENT,1016,0
23715,CURRENT,990,0
23718,CURRENT,1063,0
23721,CURRENT,966,0
23724,CURRENT,906,0
23727,CURRENT,938,0
23729,CURRENT,991,0
23732,CURRENT,912,0
23735,CURRENT,1008,0
23738,CURRENT,921,0
23740,CURRENT,1031,0
23743,CURRENT,958,0
23746,CURRENT,863,0
23748,CURRENT,957,0
23751,CURRENT,994,0
23754,CURRENT,963,0
23756,CURRENT,966,0
23759,CURRENT,943,0
23762,CURRENT,1020,0
23764,CURRENT,956,0
23768,CURRENT,905,0
23771,CURRENT,923,0
23773,CURRENT,946,0
23776,CURRENT,960,0
23779,CURRENT,943,0
23781,CURRENT,1038,0
23784,CURRENT,951,0
23787,CURRENT,912,0
23789,CURRENT,1009,0
23792,CURRENT,985,0
23795,CURRENT,1025,0
23797,CURRENT,977,0
23800,CURRENT,920,0
23803,CURRENT,1080,0
23805,CURRENT,960,0
23809,CURRENT,961,0
23812,CURRENT,963,0
23814,CURRENT,1006,0
23817,CURRENT,960,0
23820,CURRENT,921,0
23822,CURRENT,914,0
23825,CURRENT,908,0
23828,CURRENT,962,0
23830,CURRENT,964,0
23833,CURRENT,979,0
23836,CURRENT,979,0
23838,CURRENT,959,0
23841,CURRENT,924,0
23844,CURRENT,971,0
23846,CURRENT,901,0
23849,CURRENT,972,0
23853,CURRENT,985,0
23855,CURRENT,951,0
23858,CURRENT,987,0
23861,CURRENT,858,0
23863,CURRENT,936,0
23866,CURRENT,963,0
23869,CURRENT,957,0
23871,CURRENT,963,0
23874,CURRENT,1019,0
23877,CURRENT,1017,0
23879,CURRENT,962,0
23882,CURRENT,922,0
23885,CURRENT,909,0
23887,CURRENT,913,0
23890,CURRENT,977,0
23894,CURRENT,967,0
23896,CURRENT,965,0
23899,CURRENT,988,0
23902,CURRENT,941,0
23904,CURRENT,930,0
23907,CURRENT,998,0
23910,CURRENT,919,0
23912,CURRENT,980,0
23915,CURRENT,949,0
23918,CURRENT,1051,0
23920,CURRENT,995,0
23923,CURRENT,855,0
23926,CURRENT,933,0
23928,CURRENT,1007,0
23931,CURRENT,911,0
23934,CURRENT,954,0
23937,CURRENT,1004,0
23940,CURRENT,1019,0
23943,CURRENT,963,0
23945,CURRENT,907,0
23948,CURRENT,978,0
23951,CURRENT,996,0
23953,CURRENT,958,0
23956,CURRENT,1004,0
23959,CURRENT,991,0
23962,CURRENT,996,0
23964,CURRENT,955,0
23967,CURRENT,918,0
23969,CURRENT,975,0
23972,CURRENT,950,0
23975,CURRENT,958,0
23977,CURRENT,965,0
23981,CURRENT,1070,0
23984,CURRENT,949,0
23987,CURRENT,907,0
23989,CURRENT,1006,0
23992,CURRENT,991,0
23995,CURRENT,962,0
23997,CURRENT,964,0
24000,CURRENT,917,0
24003,CURRENT,1007,0
24005,CURRENT,959,0
24008,CURRENT,881,0
24011,CURRENT,977,0
24013,CURRENT,979,0
24016,CURRENT,964,0
24019,CURRENT,945,0
24022,CURRENT,994,0
24025,CURRENT,1022,0
24028,CURRENT,972,0
24030,CURRENT,987,0
24033,CURRENT,938,0
24036,CURRENT,991,0
24038,CURRENT,974,0
24041,CURRENT,937,0
24044,CURRENT,1018,0
24046,CURRENT,959,0
24049,CURRENT,876,0
24052,CURRENT,983,0
24054,CURRENT,942,0
24057,CURRENT,944,0
24060,CURRENT,1038,0
24062,CURRENT,954,0
24066,CURRENT,893,0
24069,CURRENT,962,0
24071,CURRENT,930,0
24074,CURRENT,948,0
24077,CURRENT,961,0
24079,CURRENT,990,0
24082,CURRENT,936,0
24085,CURRENT,1061,0
24087,CURRENT,958,0
24090,CURRENT,905,0
24093,CURRENT,996,0
24095,CURRENT,991,0
24098,CURRENT,1000,0
24101,CURRENT,999,0
24103,CURRENT,949,0
24107,CURRENT,1043,0
24110,CURRENT,966,0
24112,CURRENT,973,0
24115,CURRENT,943,0
24118,CURRENT,1013,0
24120,CURRENT,961,0
24123,CURRENT,942,0
24126,CURRENT,978,0
24128,CURRENT,913,0
24131,CURRENT,992,0
24134,CURRENT,986,0
24136,CURRENT,962,0
24139,CURRENT,990,0
24142,CURRENT,982,0
24144,CURRENT,939,0
24147,CURRENT,1082,0
24151,CURRENT,961,0
24153,CURRENT,993,0
24156,CURRENT,1011,0
24159,CURRENT,981,0
24161,CURRENT,946,0
24164,CURRENT,920,0
24167,CURRENT,924,0
24169,CURRENT,944,0
24172,CURRENT,959,0
24175,CURRENT,984,0
24177,CURRENT,983,0
24180,CURRENT,985,0
24183,CURRENT,944,0
24185,CURRENT,934,0
24188,CURRENT,992,0
24192,CURRENT,933,0
24194,CURRENT,974,0
24197,CURRENT,999,0
24200,CURRENT,944,0
24202,CURRENT,957,0
24205,CURRENT,1017,0
24208,CURRENT,940,0
24210,CURRENT,970,0
24213,CURRENT,953,0
24216,CURRENT,964,0
24218,CURRENT,961,0
24221,CURRENT,1002,0
24224,CURRENT,965,0
24226,CURRENT,936,0
24229,CURRENT,992,0
24232,CURRENT,908,0
24235,CURRENT,996,0
24238,CURRENT,979,0
24241,CURRENT,927,0
24243,CURRENT,983,0
24246,CURRENT,968,0
24249,CURRENT,936,0
24251,CURRENT,1065,0
24254,CURRENT,972,0
24257,CURRENT,965,0
24259,CURRENT,984,0
24262,CURRENT,978,0
24265,CURRENT,944,0
24267,CURRENT,926,0
24270,CURRENT,929,0
24273,CURRENT,940,0
24275,CURRENT,963,0
24279,CURRENT,970,0
24282,CURRENT,965,0
24284,CURRENT,977,0
24287,CURRENT,943,0
24290,CURRENT,935,0
24292,CURRENT,954,0
24295,CURRENT,918,0
24297,CURRENT,961,0
24300,CURRENT,974,0
24303,CURRENT,968,0
24305,CURRENT,1002,0
24308,CURRENT,848,0
24311,CURRENT,942,0
24314,CURRENT,997,0
24316,CURRENT,943,0
24320,CURRENT,966,0
24322,CURRENT,1016,0
24325,CURRENT,995,0
24328,CURRENT,998,0
24331,CURRENT,916,0
24333,CURRENT,941,0
24336,CURRENT,954,0
24338,CURRENT,963,0
24341,CURRENT,967,0
24344,CURRENT,963,0
24346,CURRENT,1020,0
24349,CURRENT,1000,0
24352,CURRENT,922,0
24355,CURRENT,955,0
24357,CURRENT,922,0
24360,CURRENT,997,0
24364,CURRENT,998,0
