Time,CURRENT,mA
40992,CURRENT,53,0
40995,CURRENT,56,0
40998,CURRENT,52,0
41000,CURRENT,59,0
41004,CURRENT,62,0
41006,CURRENT,49,0
41009,CURRENT,43,0
41011,CURRENT,52,0
41014,CURRENT,48,0
41017,CURRENT,47,0
41019,CURRENT,55,0
41022,CURRENT,55,0
41024,CURRENT,54,0
41027,CURRENT,54,0
41029,CURRENT,65,0
41032,CURRENT,57,0
41035,CURRENT,41,0
41037,CURRENT,52,0
41040,CURRENT,50,0
41042,CURRENT,49,0
41046,CURRENT,53,0
41048,CURRENT,60,0
41051,CURRENT,52,0
41054,CURRENT,54,0
41056,CURRENT,62,0
41059,CURRENT,57,0
41061,CURRENT,57,0
41064,CURRENT,58,0
41066,CURRENT,56,0
41069,CURRENT,56,0
41072,CURRENT,50,0
41074,CURRENT,43,0
41077,CURRENT,52,0
41079,CURRENT,54,0
41082,CURRENT,53,0
41084,CURRENT,55,0
41088,CURRENT,54,0
41091,CURRENT,54,0
41093,CURRENT,55,0
41096,CURRENT,56,0
41098,CURRENT,55,0
41101,CURRENT,54,0
41103,CURRENT,55,0
41106,CURRENT,56,0
41109,CURRENT,50,0
41111,CURRENT,55,0
41114,CURRENT,53,0
41116,CURRENT,56,0
41119,CURRENT,56,0
41122,CURRENT,54,0
41124,CURRENT,54,0
41127,CURRENT,50,0
41129,CURRENT,55,0
41133,CURRENT,54,0
41135,CURRENT,54,0
41138,CURRENT,55,0
41141,CURRENT,56,0
41143,CURRENT,55,0
41146,CURRENT,61,0
41148,CURRENT,58,0
41151,CURRENT,44,0
41153,CURRENT,53,0
41156,CURRENT,53,0
41159,CURRENT,48,0
41161,CURRENT,55,0
41164,CURRENT,55,0
41166,CURRENT,54,0
41169,CURRENT,59,0
41171,CURRENT,59,0
41175,CURRENT,49,0
41178,CURRENT,52,0
41180,CURRENT,53,0
41183,CURRENT,57,0
41185,CURRENT,61,0
41188,CURRENT,42,0
41190,CURRENT,52,0
41193,CURRENT,52,0
41196,CURRENT,50,0
41198,CURRENT,53,0
41201,CURRENT,53,0
41203,CURRENT,56,0
41206,CURRENT,56,0
41208,CURRENT,61,0
41211,CURRENT,62,0
41214,CURRENT,57,0
41217,CURRENT,58,0
41220,CURRENT,37,0
41222,CURRENT,41,0
41225,CURRENT,55,0
41227,CURRENT,55,0
41230,CURRENT,55,0
41233,CURRENT,60,0
41235,CURRENT,49,0
41238,CURRENT,51,0
41240,CURRENT,56,0
41243,CURRENT,56,0
41245,CURRENT,56,0
41248,CURRENT,54,0
41251,CURRENT,52,0
41253,CURRENT,54,0
41256,CURRENT,54,0
41259,CURRENT,55,0
41262,CURRENT,57,0
41264,CURRENT,54,0
41267,CURRENT,52,0
41270,CURRENT,56,0
41272,CURRENT,56,0
41275,CURRENT,53,0
41277,CURRENT,57,0
41280,CURRENT,56,0
41282,CURRENT,55,0
41285,CURRENT,54,0
41288,CURRENT,54,0
41290,CURRENT,55,0
41293,CURRENT,56,0
41295,CURRENT,54,0
41298,CURRENT,54,0
41300,CURRENT,55,0
41304,CURRENT,56,0
41307,CURRENT,58,0
41309,CURRENT,57,0
41312,CURRENT,54,0
41314,CURRENT,53,0
41317,CURRENT,54,0
41320,CURRENT,55,0
41322,CURRENT,54,0
41325,CURRENT,54,0
41327,CURRENT,55,0
41330,CURRENT,54,0
41332,CURRENT,54,0
41335,CURRENT,56,0
41338,CURRENT,59,0
41340,CURRENT,57,0
41344,CURRENT,55,0
41346,CURRENT,57,0
41349,CURRENT,58,0
41351,CURRENT,53,0
41354,CURRENT,51,0
41357,CURRENT,55,0
41359,CURRENT,56,0
41362,CURRENT,58,0
41364,CURRENT,56,0
41367,CURRENT,54,0
41369,CURRENT,54,0
41372,CURRENT,55,0
41375,CURRENT,52,0
41377,CURRENT,54,0
41380,CURRENT,56,0
41382,CURRENT,55,0
41385,CURRENT,52,0
41388,CURRENT,54,0
41391,CURRENT,59,0
41394,CURRENT,57,0
41396,CURRENT,52,0
41399,CURRENT,52,0
41401,CURRENT,56,0
41404,CURRENT,55,0
41406,CURRENT,54,0
41409,CURRENT,54,0
41412,CURRENT,56,0
41414,CURRENT,55,0
41417,CURRENT,54,0
41419,CURRENT,54,0
41422,CURRENT,56,0
41424,CURRENT,56,0
41427,CURRENT,54,0
41431,CURRENT,54,0
41433,CURRENT,58,0
41436,CURRENT,58,0
41438,CURRENT,52,0
41441,CURRENT,53,0
41443,CURRENT,56,0
41446,CURRENT,56,0
41449,CURRENT,55,0
41451,CURRENT,57,0
41454,CURRENT,54,0
41456,CURRENT,55,0
41459,CURRENT,59,0
41461,CURRENT,57,0
41464,CURRENT,56,0
41467,CURRENT,53,0
41469,CURRENT,54,0
41473,CURRENT,55,0
41475,CURRENT,54,0
41478,CURRENT,55,0
41480,CURRENT,55,0
41483,CURRENT,54,0
41486,CURRENT,54,0
41488,CURRENT,55,0
41491,CURRENT,56,0
41493,CURRENT,54,0
41496,CURRENT,57,0
41498,CURRENT,57,0
41501,CURRENT,53,0
41504,CURRENT,53,0
41506,CURRENT,54,0
41509,CURRENT,55,0
41511,CURRENT,55,0
41515,CURRENT,55,0
41517,CURRENT,56,0
41520,CURRENT,54,0
41523,CURRENT,54,0
41525,CURRENT,55,0
41528,CURRENT,54,0
41530,CURRENT,54,0
41533,CURRENT,56,0
41536,CURRENT,55,0
41538,CURRENT,54,0
41541,CURRENT,54,0
41543,CURRENT,56,0
41546,CURRENT,55,0
41548,CURRENT,54,0
41551,CURRENT,54,0
41554,CURRENT,56,0
41556,CURRENT,56,0
41560,CURRENT,54,0
41562,CURRENT,54,0
41565,CURRENT,55,0
41567,CURRENT,56,0
41570,CURRENT,54,0
41573,CURRENT,54,0
41575,CURRENT,57,0
41578,CURRENT,55,0
41580,CURRENT,53,0
41583,CURRENT,54,0
41585,CURRENT,54,0
41588,CURRENT,56,0
41591,CURRENT,55,0
41593,CURRENT,54,0
41596,CURRENT,54,0
41598,CURRENT,60,0
41602,CURRENT,56,0
41604,CURRENT,53,0
41607,CURRENT,54,0
41610,CURRENT,56,0
41612,CURRENT,55,0
41615,CURRENT,54,0
41617,CURRENT,54,0
41620,CURRENT,55,0
41622,CURRENT,55,0
41625,CURRENT,54,0
41628,CURRENT,54,0
41630,CURRENT,58,0
41633,CURRENT,57,0
41635,CURRENT,52,0
41638,CURRENT,53,0
41640,CURRENT,55,0
41644,CURRENT,56,0
41647,CURRENT,56,0
41649,CURRENT,54,0
41652,CURRENT,53,0
41654,CURRENT,56,0
41657,CURRENT,54,0
41659,CURRENT,54,0
41662,CURRENT,55,0
41665,CURRENT,56,0
41667,CURRENT,54,0
41670,CURRENT,54,0
41672,CURRENT,55,0
41675,CURRENT,56,0
41677,CURRENT,56,0
41680,CURRENT,54,0
41683,CURRENT,58,0
41686,CURRENT,57,0
41689,CURRENT,53,0
41691,CURRENT,52,0
41694,CURRENT,54,0
41696,CURRENT,56,0
41699,CURRENT,56,0
41702,CURRENT,54,0
41704,CURRENT,55,0
41707,CURRENT,56,0
41709,CURRENT,56,0
41712,CURRENT,56,0
41714,CURRENT,54,0
41717,CURRENT,53,0
41720,CURRENT,56,0
41722,CURRENT,55,0
41725,CURRENT,53,0
41728,CURRENT,56,0
41731,CURRENT,60,0
41734,CURRENT,57,0
41736,CURRENT,56,0
41739,CURRENT,53,0
41741,CURRENT,54,0
41744,CURRENT,54,0
41746,CURRENT,54,0
41749,CURRENT,55,0
41752,CURRENT,56,0
41754,CURRENT,58,0
41757,CURRENT,54,0
41759,CURRENT,52,0
41762,CURRENT,56,0
41764,CURRENT,55,0
41767,CURRENT,54,0
41771,CURRENT,54,0
41773,CURRENT,56,0
41776,CURRENT,56,0
41778,CURRENT,54,0
41781,CURRENT,56,0
41783,CURRENT,57,0
41786,CURRENT,54,0
41789,CURRENT,54,0
57730,CURRENT,203,1
57733,CURRENT,77,1
57734,CURRENT,151,1
57736,CURRENT,18,1
57737,CURRENT,6,1
57739,CURRENT,4,1
57742,CURRENT,5,1
57744,CURRENT,6,1
57747,CURRENT,4,1
57749,CURRENT,4,1
57752,CURRENT,4,1
57754,CURRENT,5,1
57757,CURRENT,4,1
57759,CURRENT,4,1
57762,CURRENT,4,1
57764,CURRENT,5,1
57767,CURRENT,4,1
57769,CURRENT,3,1
57773,CURRENT,4,1
57775,CURRENT,4,1
57778,CURRENT,5,1
57780,CURRENT,3,1
57783,CURRENT,4,1
57785,CURRENT,4,1
57788,CURRENT,4,1
57790,CURRENT,4,1
57793,CURRENT,3,1
57795,CURRENT,4,1
57798,CURRENT,5,1
57800,CURRENT,4,1
57802,CURRENT,4,1
57805,CURRENT,3,1
57807,CURRENT,5,1
57810,CURRENT,5,1
57812,CURRENT,4,1
57816,CURRENT,5,1
57818,CURRENT,5,1
57821,CURRENT,5,1
57823,CURRENT,4,1
57826,CURRENT,4,1
57828,CURRENT,5,1
57831,CURRENT,6,1
57833,CURRENT,4,1
57836,CURRENT,4,1
57838,CURRENT,5,1
57841,CURRENT,6,1
57843,CURRENT,5,1
57846,CURRENT,4,1
57848,CURRENT,5,1
57851,CURRENT,6,1
57853,CURRENT,5,1
57857,CURRENT,4,1
57859,CURRENT,4,1
57862,CURRENT,5,1
57864,CURRENT,9,1
57867,CURRENT,9,1
57869,CURRENT,9,1
57872,CURRENT,9,1
57874,CURRENT,9,1
57877,CURRENT,9,1
57879,CURRENT,9,1
57882,CURRENT,9,1
57884,CURRENT,10,1
57887,CURRENT,9,1
57889,CURRENT,9,1
57892,CURRENT,9,1
57894,CURRENT,9,1
57897,CURRENT,9,1
57900,CURRENT,9,1
57903,CURRENT,10,1
57905,CURRENT,9,1
57908,CURRENT,9,1
57910,CURRENT,9,1
57913,CURRENT,9,1
57915,CURRENT,9,1
57918,CURRENT,9,1
57920,CURRENT,9,1
57923,CURRENT,508,1
57925,CURRENT,857,1
57928,CURRENT,833,1
57931,CURRENT,867,1
57933,CURRENT,925,1
57936,CURRENT,848,1
57939,CURRENT,841,1
57942,CURRENT,653,1
57945,CURRENT,578,1
57948,CURRENT,844,1
57950,CURRENT,761,1
57953,CURRENT,504,1
57956,CURRENT,757,1
57958,CURRENT,594,1
57961,CURRENT,474,1
57964,CURRENT,609,1
57966,CURRENT,393,1
57969,CURRENT,663,1
57971,CURRENT,614,1
57974,CURRENT,547,1
57977,CURRENT,392,1
57979,CURRENT,490,1
57982,CURRENT,412,1
57986,CURRENT,440,1
57988,CURRENT,260,1
57991,CURRENT,381,1
57994,CURRENT,297,1
57996,CURRENT,513,1
57999,CURRENT,379,1
58002,CURRENT,495,1
58004,CURRENT,124,1
58007,CURRENT,219,1
58010,CURRENT,256,1
58012,CURRENT,162,1
58015,CURRENT,79,1
58018,CURRENT,202,1
58020,CURRENT,145,1
58023,CURRENT,93,1
58025,CURRENT,46,1
58029,CURRENT,46,1
58032,CURRENT,48,1
58034,CURRENT,50,1
58037,CURRENT,46,1
58039,CURRENT,48,1
58042,CURRENT,44,1
58044,CURRENT,43,1
58047,CURRENT,44,1
58050,CURRENT,43,1
58052,CURRENT,37,1
58055,CURRENT,120,1
58057,CURRENT,154,1
58060,CURRENT,36,1
58063,CURRENT,39,1
58065,CURRENT,41,1
58068,CURRENT,38,1
58071,CURRENT,36,1
58074,CURRENT,37,1
58077,CURRENT,36,1
58079,CURRENT,84,1
58082,CURRENT,102,1
58084,CURRENT,130,1
58087,CURRENT,113,1
58090,CURRENT,37,1
58092,CURRENT,37,1
58095,CURRENT,78,1
58097,CURRENT,68,1
58100,CURRENT,38,1
58102,CURRENT,37,1
58105,CURRENT,49,1
58108,CURRENT,62,1
58110,CURRENT,41,1
58114,CURRENT,38,1
58116,CURRENT,39,1
58119,CURRENT,46,1
58122,CURRENT,48,1
58124,CURRENT,45,1
58127,CURRENT,48,1
58129,CURRENT,51,1
58132,CURRENT,53,1
58134,CURRENT,53,1
58137,CURRENT,52,1
58140,CURRENT,53,1
58142,CURRENT,54,1
58145,CURRENT,53,1
58147,CURRENT,51,1
58150,CURRENT,51,1
58152,CURRENT,52,1
58156,CURRENT,51,1
58159,CURRENT,49,1
58161,CURRENT,49,1
58164,CURRENT,51,1
58166,CURRENT,51,1
58169,CURRENT,49,1
58171,CURRENT,49,1
58174,CURRENT,50,1
58177,CURRENT,51,1
58179,CURRENT,50,1
58182,CURRENT,49,1
58184,CURRENT,51,1
58187,CURRENT,51,1
58189,CURRENT,50,1
58192,CURRENT,49,1
58195,CURRENT,50,1
58198,CURRENT,51,1
58201,CURRENT,50,1
58203,CURRENT,49,1
58206,CURRENT,49,1
58208,CURRENT,51,1
58211,CURRENT,50,1
58214,CURRENT,49,1
58216,CURRENT,49,1
58219,CURRENT,51,1
58221,CURRENT,50,1
58224,CURRENT,49,1
58226,CURRENT,49,1
58229,CURRENT,51,1
58232,CURRENT,50,1
58234,CURRENT,49,1
58237,CURRENT,49,1
58240,CURRENT,51,1
58243,CURRENT,51,1
58245,CURRENT,50,1
58248,CURRENT,49,1
58251,CURRENT,51,1
58253,CURRENT,51,1
58256,CURRENT,49,1
58258,CURRENT,49,1
58261,CURRENT,51,1
58263,CURRENT,35,1
58266,CURRENT,9,1
58269,CURRENT,9,1
58271,CURRENT,9,1
58273,CURRENT,9,1
58276,CURRENT,9,1
58278,CURRENT,9,1
58281,CURRENT,9,1
58284,CURRENT,9,1
80960,CURRENT,112,2
80962,CURRENT,44,2
80963,CURRENT,152,2
80965,CURRENT,37,2
80967,CURRENT,8,2
80968,CURRENT,5,2
80971,CURRENT,4,2
80973,CURRENT,5,2
80976,CURRENT,5,2
80978,CURRENT,5,2
80982,CURRENT,4,2
80984,CURRENT,4,2
80987,CURRENT,5,2
80989,CURRENT,4,2
80992,CURRENT,3,2
80994,CURRENT,4,2
80997,CURRENT,5,2
80999,CURRENT,5,2
81002,CURRENT,3,2
81004,CURRENT,3,2
81007,CURRENT,4,2
81009,CURRENT,5,2
81012,CURRENT,4,2
81014,CURRENT,4,2
81017,CURRENT,5,2
81019,CURRENT,5,2
81022,CURRENT,4,2
81025,CURRENT,3,2
81028,CURRENT,4,2
81030,CURRENT,5,2
81033,CURRENT,4,2
81035,CURRENT,3,2
81038,CURRENT,4,2
81040,CURRENT,6,2
81043,CURRENT,5,2
81045,CURRENT,4,2
81048,CURRENT,4,2
81050,CURRENT,5,2
81053,CURRENT,5,2
81055,CURRENT,5,2
81058,CURRENT,4,2
81060,CURRENT,5,2
81063,CURRENT,6,2
81065,CURRENT,5,2
81069,CURRENT,4,2
81071,CURRENT,5,2
81074,CURRENT,6,2
81076,CURRENT,5,2
81079,CURRENT,4,2
81081,CURRENT,5,2
81084,CURRENT,6,2
81086,CURRENT,5,2
81089,CURRENT,4,2
81091,CURRENT,4,2
81094,CURRENT,5,2
81096,CURRENT,9,2
81098,CURRENT,9,2
81101,CURRENT,9,2
81103,CURRENT,9,2
81106,CURRENT,9,2
81108,CURRENT,9,2
81112,CURRENT,9,2
81114,CURRENT,10,2
81117,CURRENT,9,2
81119,CURRENT,9,2
81122,CURRENT,9,2
81124,CURRENT,9,2
81127,CURRENT,9,2
81129,CURRENT,9,2
81132,CURRENT,9,2
81134,CURRENT,9,2
81137,CURRENT,9,2
81139,CURRENT,9,2
81142,CURRENT,9,2
81144,CURRENT,9,2
81147,CURRENT,9,2
81149,CURRENT,9,2
81153,CURRENT,9,2
81155,CURRENT,612,2
81158,CURRENT,923,2
81161,CURRENT,933,2
81163,CURRENT,878,2
81166,CURRENT,946,2
81169,CURRENT,734,2
81171,CURRENT,852,2
81174,CURRENT,814,2
81177,CURRENT,939,2
81179,CURRENT,726,2
81182,CURRENT,765,2
81185,CURRENT,756,2
81187,CURRENT,800,2
81190,CURRENT,599,2
81193,CURRENT,509,2
81196,CURRENT,640,2
81199,CURRENT,536,2
81202,CURRENT,666,2
81204,CURRENT,475,2
81207,CURRENT,484,2
81209,CURRENT,509,2
81212,CURRENT,446,2
81215,CURRENT,314,2
81217,CURRENT,245,2
81220,CURRENT,321,2
81223,CURRENT,156,2
81225,CURRENT,396,2
81228,CURRENT,158,2
81231,CURRENT,514,2
81233,CURRENT,514,2
81236,CURRENT,351,2
81240,CURRENT,264,2
81242,CURRENT,195,2
81245,CURRENT,121,2
81248,CURRENT,425,2
81250,CURRENT,98,2
81253,CURRENT,126,2
81256,CURRENT,94,2
81258,CURRENT,51,2
81261,CURRENT,40,2
81263,CURRENT,48,2
81266,CURRENT,54,2
81268,CURRENT,62,2
81271,CURRENT,63,2
81274,CURRENT,60,2
81276,CURRENT,49,2
81280,CURRENT,46,2
81282,CURRENT,44,2
81285,CURRENT,41,2
81287,CURRENT,46,2
81290,CURRENT,42,2
81293,CURRENT,37,2
81295,CURRENT,37,2
81298,CURRENT,37,2
81300,CURRENT,37,2
81303,CURRENT,37,2
81305,CURRENT,36,2
81308,CURRENT,77,2
81311,CURRENT,118,2
81313,CURRENT,36,2
81316,CURRENT,36,2
81318,CURRENT,39,2
81321,CURRENT,121,2
81325,CURRENT,93,2
81327,CURRENT,96,2
81330,CURRENT,62,2
81332,CURRENT,45,2
81335,CURRENT,79,2
81337,CURRENT,37,2
81340,CURRENT,37,2
81343,CURRENT,37,2
81345,CURRENT,36,2
81348,CURRENT,64,2
81350,CURRENT,60,2
81353,CURRENT,36,2
81355,CURRENT,35,2
81358,CURRENT,43,2
81361,CURRENT,9,2
81363,CURRENT,9,2
81367,CURRENT,9,2
81369,CURRENT,9,2
81372,CURRENT,10,2
81374,CURRENT,9,2
81377,CURRENT,8,2
81379,CURRENT,8,2
81382,CURRENT,9,2
81384,CURRENT,9,2
81387,CURRENT,9,2
81389,CURRENT,9,2
81392,CURRENT,9,2
81394,CURRENT,9,2
81397,CURRENT,9,2
81399,CURRENT,8,2
81402,CURRENT,8,2
81404,CURRENT,9,2
81408,CURRENT,9,2
81410,CURRENT,9,2
81413,CURRENT,8,2
81415,CURRENT,9,2
81418,CURRENT,9,2
81420,CURRENT,9,2
81422,CURRENT,9,2
81425,CURRENT,9,2
81427,CURRENT,9,2
81430,CURRENT,9,2
81432,CURRENT,8,2
81435,CURRENT,9,2
81437,CURRENT,9,2
81440,CURRENT,9,2
81442,CURRENT,9,2
81445,CURRENT,9,2
81447,CURRENT,9,2
81451,CURRENT,9,2
81453,CURRENT,9,2
81456,CURRENT,9,2
81458,CURRENT,9,2
81461,CURRENT,9,2
81463,CURRENT,9,2
81466,CURRENT,9,2
81468,CURRENT,9,2
81471,CURRENT,9,2
81473,CURRENT,9,2
81476,CURRENT,9,2
81478,CURRENT,9,2
81481,CURRENT,9,2
81483,CURRENT,9,2
81486,CURRENT,9,2
81488,CURRENT,9,2
81491,CURRENT,9,2
81494,CURRENT,9,2
81497,CURRENT,8,2
81499,CURRENT,9,2
81502,CURRENT,9,2
127718,CURRENT,535,3
127720,CURRENT,49,3
127721,CURRENT,3,3
127723,CURRENT,18,3
127725,CURRENT,7,3
127726,CURRENT,6,3
127729,CURRENT,6,3
127731,CURRENT,4,3
